 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
17:20 25.12.2019 	 3,72 	 3,52 	 2 	 3 	 143 	 1020 	 1,5 	  
17:10 25.12.2019 	 3,69 	 3,52 	 2 	 4 	 140 	 1020 	 2 	  
17:00 25.12.2019 	 3,64 	 3,44 	 3 	 4 	 160 	 1020 	 1,7 	  
16:50 25.12.2019 	 3,59 	 3,4 	 3 	 4 	 162 	 1020 	 2,2 	  
16:40 25.12.2019 	 3,52 	 3,36 	 3 	 5 	 149 	 1020 	 1,4 	  
16:30 25.12.2019 	 3,44 	 3,26 	 3 	 4 	 148 	 1020 	 1,5 	  
16:20 25.12.2019 	 3,36 	 3,21 	 3 	 4 	 147 	 1020 	 1,5 	  
16:10 25.12.2019 	 3,26 	 3,12 	 2 	 3 	 164 	 1020 	 2,4 	  
16:00 25.12.2019 	 3,16 	 2,98 	 2 	 4 	 163 	 1020 	 1,8 	  
15:50 25.12.2019 	 3,05 	 2,88 	 2 	 3 	 144 	 1020 	 1,2 	  
15:40 25.12.2019 	 2,93 	 2,8 	 2 	 3 	 138 	 1020 	 1,1 	  
15:30 25.12.2019 	 2,8 	 2,64 	 2 	 3 	 201 	 1020 	 2,6 	  
15:20 25.12.2019 	 2,67 	 2,54 	 2 	 3 	 182 	 1020 	 2,5 	  
15:10 25.12.2019 	 2,54 	 2,42 	 2 	 3 	 187 	 1020 	 2,5 	  
15:00 25.12.2019 	 2,4 	 2,3 	 3 	 5 	 187 	 1020 	 2,7 	  
14:50 25.12.2019 	 2,26 	 2,16 	 3 	 5 	 187 	 1020 	 2,7 	  
14:40 25.12.2019 	 2,12 	 2,05 	 4 	 5 	 205 	 1020 	 2,7 	  
14:30 25.12.2019 	 1,98 	 1,92 	 3 	 5 	 206 	 1020 	 2,6 	  
14:20 25.12.2019 	 1,84 	 1,8 	 5 	 7 	 213 	 1020 	 2,7 	  
14:10 25.12.2019 	 1,7 	 1,67 	 4 	 6 	 199 	 1020 	 2,8 	  
14:00 25.12.2019 	 1,56 	 1,53 	 4 	 5 	 201 	 1020 	 2,6 	  
13:50 25.12.2019 	 1,43 	 1,46 	 4 	 6 	 209 	 1020 	 2,8 	  
13:40 25.12.2019 	 1,3 	 1,28 	 4 	 5 	 216 	 1020 	 2,8 	  
13:30 25.12.2019 	 1,18 	 1,23 	 4 	 5 	 217 	 1020 	 2,8 	  
13:20 25.12.2019 	 1,07 	 1,1 	 4 	 6 	 219 	 1020 	 2,7 	  
13:10 25.12.2019 	 0,96 	 1,05 	 4 	 6 	 210 	 1020 	 2,9 	  
13:00 25.12.2019 	 0,87 	 0,94 	 4 	 6 	 225 	 1020 	 2,9 	  
12:50 25.12.2019 	 0,78 	 0,87 	 4 	 6 	 215 	 1019 	 2,8 	  
12:40 25.12.2019 	 0,71 	 0,84 	 4 	 6 	 225 	 1019 	 2,7 	  
12:30 25.12.2019 	 0,65 	 0,74 	 5 	 6 	 236 	 1019 	 2,6 	  
12:20 25.12.2019 	 0,6 	 0,73 	 5 	 7 	 230 	 1020 	 2,3 	  
12:10 25.12.2019 	 0,56 	 0,69 	 4 	 6 	 215 	 1019 	 2,4 	  
12:00 25.12.2019 	 0,54 	 0,65 	 5 	 8 	 217 	 1019 	 2 	  
11:50 25.12.2019 	 0,53 	 0,69 	 6 	 8 	 208 	 1019 	 2,1 	  
11:40 25.12.2019 	 0,53 	 0,63 	 7 	 9 	 217 	 1019 	 1,5 	  
11:30 25.12.2019 	 0,54 	 0,68 	 6 	 9 	 233 	 1019 	 1,7 	  
11:20 25.12.2019 	 0,57 	 0,68 	 7 	 9 	 237 	 1019 	 1,9 	  
11:10 25.12.2019 	 0,62 	 0,74 	 5 	 7 	 213 	 1019 	 2,6 	  
11:00 25.12.2019 	 0,67 	 0,79 	 5 	 7 	 219 	 1019 	 2,3 	  
10:50 25.12.2019 	 0,74 	 0,78 	 5 	 7 	 215 	 1019 	 2,3 	  
10:40 25.12.2019 	 0,82 	 0,92 	 6 	 8 	 228 	 1018 	 2,2 	  
10:30 25.12.2019 	 0,9 	 0,94 	 7 	 9 	 247 	 1018 	 2,1 	  
10:20 25.12.2019 	 1 	 1,01 	 6 	 9 	 223 	 1018 	 2,3 	  
10:10 25.12.2019 	 1,11 	 1,15 	 7 	 8 	 234 	 1018 	 2,6 	  
10:00 25.12.2019 	 1,23 	 1,22 	 5 	 9 	 225 	 1018 	 2,7 	  
09:50 25.12.2019 	 1,35 	 1,33 	 6 	 8 	 223 	 1018 	 2,6 	  
09:40 25.12.2019 	 1,49 	 1,45 	 7 	 10 	 231 	 1018 	 2,6 	  
09:30 25.12.2019 	 1,62 	 1,57 	 7 	 9 	 232 	 1018 	 2,6 	  
09:20 25.12.2019 	 1,76 	 1,73 	 6 	 9 	 230 	 1018 	 2,8 	  
09:10 25.12.2019 	 1,91 	 1,86 	 7 	 10 	 224 	 1018 	 2,6 	  
09:00 25.12.2019 	 2,05 	 1,98 	 9 	 11 	 231 	 1017 	 2,5 	  
08:50 25.12.2019 	 2,2 	 2,12 	 9 	 11 	 236 	 1017 	 2,8 	  
08:40 25.12.2019 	 2,35 	 2,25 	 9 	 11 	 235 	 1017 	 2,8 	  
08:30 25.12.2019 	 2,5 	 2,37 	 8 	 10 	 242 	 1017 	 3 	  
08:20 25.12.2019 	 2,64 	 2,58 	 7 	 10 	 222 	 1017 	 3 	  
08:10 25.12.2019 	 2,78 	 2,68 	 8 	 11 	 238 	 1017 	 3 	  
08:00 25.12.2019 	 2,92 	 2,84 	 9 	 11 	 230 	 1017 	 3 	  
07:50 25.12.2019 	 3,05 	 2,95 	 8 	 11 	 224 	 1017 	 2,9 	  
07:40 25.12.2019 	 3,18 	 3,05 	 8 	 11 	 231 	 1017 	 2,9 	  
07:30 25.12.2019 	 3,3 	 3,19 	 9 	 11 	 237 	 1017 	 3 	  
07:20 25.12.2019 	 3,42 	 3,28 	 9 	 12 	 236 	 1017 	 2,9 	  
07:10 25.12.2019 	 3,52 	 3,39 	 9 	 11 	 238 	 1016 	 2,9 	  
07:00 25.12.2019 	 3,62 	 3,48 	 9 	 11 	 233 	 1016 	 3 	  
06:50 25.12.2019 	 3,71 	 3,59 	 9 	 12 	 237 	 1016 	 2,8 	  
06:40 25.12.2019 	 3,79 	 3,59 	 9 	 11 	 232 	 1016 	 2,9 	  
06:30 25.12.2019 	 3,86 	 3,68 	 9 	 11 	 239 	 1016 	 2,9 	  
06:20 25.12.2019 	 3,92 	 3,76 	 9 	 11 	 229 	 1016 	 3 	  
06:10 25.12.2019 	 3,97 	 3,76 	 9 	 12 	 221 	 1016 	 3 	  
06:00 25.12.2019 	 4,01 	 3,83 	 8 	 11 	 222 	 1016 	 2,9 	  
05:50 25.12.2019 	 4,03 	 3,86 	 9 	 12 	 237 	 1016 	 2,8 	  
05:40 25.12.2019 	 4,05 	 3,85 	 10 	 13 	 236 	 1016 	 2,8 	  
05:30 25.12.2019 	 4,06 	 3,81 	 10 	 12 	 237 	 1015 	 2,9 	  
05:20 25.12.2019 	 4,05 	 3,87 	 9 	 12 	 243 	 1015 	 2,8 	  
05:10 25.12.2019 	 4,04 	 3,81 	 8 	 11 	 234 	 1015 	 2,9 	  
05:00 25.12.2019 	 4,01 	 3,77 	 9 	 12 	 224 	 1015 	 2,7 	  
04:50 25.12.2019 	 3,97 	 3,79 	 8 	 11 	 226 	 1015 	 2,9 	  
04:40 25.12.2019 	 3,92 	 3,65 	 9 	 13 	 226 	 1015 	 2,8 	  
04:30 25.12.2019 	 3,86 	 3,67 	 10 	 14 	 235 	 1015 	 2,6 	  
04:20 25.12.2019 	 3,79 	 3,54 	 9 	 14 	 232 	 1015 	 2,7 	  
04:10 25.12.2019 	 3,71 	 3,48 	 9 	 12 	 233 	 1015 	 2,6 	  
04:00 25.12.2019 	 3,62 	 3,42 	 10 	 13 	 236 	 1015 	 2,5 	  
03:50 25.12.2019 	 3,52 	 3,34 	 8 	 12 	 227 	 1015 	 2,9 	  
03:40 25.12.2019 	 3,41 	 3,21 	 10 	 13 	 236 	 1015 	 2,8 	  
03:30 25.12.2019 	 3,3 	 3,11 	 8 	 11 	 241 	 1014 	 2,9 	  
03:20 25.12.2019 	 3,18 	 2,98 	 8 	 14 	 243 	 1015 	 2,8 	  
03:10 25.12.2019 	 3,05 	 2,85 	 8 	 11 	 240 	 1014 	 2,9 	  
03:00 25.12.2019 	 2,91 	 2,76 	 9 	 12 	 250 	 1014 	 2,8 	  
02:50 25.12.2019 	 2,77 	 2,62 	 8 	 10 	 243 	 1014 	 2,8 	  
02:40 25.12.2019 	 2,63 	 2,48 	 9 	 12 	 250 	 1014 	 3 	  
02:30 25.12.2019 	 2,49 	 2,35 	 9 	 12 	 251 	 1014 	 2,9 	  
02:20 25.12.2019 	 2,34 	 2,21 	 8 	 10 	 242 	 1014 	 2,9 	  
02:10 25.12.2019 	 2,19 	 2,08 	 9 	 12 	 237 	 1014 	 2,8 	  
02:00 25.12.2019 	 2,05 	 1,94 	 8 	 11 	 235 	 1014 	 2,7 	  
01:50 25.12.2019 	 1,9 	 1,79 	 10 	 13 	 241 	 1014 	 2,7 	  
01:40 25.12.2019 	 1,76 	 1,67 	 8 	 11 	 247 	 1014 	 2,9 	  
01:30 25.12.2019 	 1,62 	 1,57 	 8 	 12 	 247 	 1014 	 3,1 	  
01:20 25.12.2019 	 1,49 	 1,43 	 7 	 9 	 261 	 1014 	 2,9 	  
01:10 25.12.2019 	 1,36 	 1,31 	 8 	 12 	 266 	 1014 	 2,6 	  
01:00 25.12.2019 	 1,24 	 1,24 	 7 	 11 	 249 	 1013 	 3,1 	  
00:50 25.12.2019 	 1,13 	 1,12 	 8 	 10 	 244 	 1013 	 3,1 	  
00:40 25.12.2019 	 1,02 	 1,02 	 9 	 12 	 251 	 1013 	 3 	  
00:30 25.12.2019 	 0,93 	 0,98 	 8 	 12 	 249 	 1013 	 3,1 	  
00:20 25.12.2019 	 0,84 	 0,89 	 7 	 11 	 250 	 1013 	 3,1 	  
00:10 25.12.2019 	 0,77 	 0,81 	 8 	 11 	 234 	 1013 	 3,1 	  
00:00 25.12.2019 	 0,71 	 0,79 	 8 	 12 	 246 	 1013 	 3 	  
23:50 24.12.2019 	 0,65 	 0,67 	 7 	 12 	 241 	 1013 	 3 	  
23:40 24.12.2019 	 0,62 	 0,73 	 6 	 11 	 248 	 1013 	 2,2 	  
23:30 24.12.2019 	 0,59 	 0,65 	 8 	 11 	 241 	 1013 	 2,3 	  
23:20 24.12.2019 	 0,58 	 0,66 	 7 	 9 	 249 	 1013 	 3,1 	  
23:10 24.12.2019 	 0,57 	 0,65 	 9 	 10 	 256 	 1013 	 3,1 	  
23:00 24.12.2019 	 0,59 	 0,66 	 8 	 10 	 255 	 1012 	 3,2 	  
22:50 24.12.2019 	 0,61 	 0,68 	 7 	 9 	 255 	 1012 	 3,2 	  
22:40 24.12.2019 	 0,64 	 0,7 	 7 	 9 	 256 	 1012 	 3,1 	  
22:30 24.12.2019 	 0,69 	 0,76 	 8 	 10 	 262 	 1012 	 3 	  
22:20 24.12.2019 	 0,75 	 0,8 	 8 	 10 	 262 	 1012 	 2,9 	  
22:10 24.12.2019 	 0,82 	 0,84 	 8 	 10 	 264 	 1012 	 3 	  
22:00 24.12.2019 	 0,9 	 0,96 	 8 	 11 	 260 	 1012 	 2,9 	  
21:50 24.12.2019 	 0,98 	 0,99 	 7 	 9 	 265 	 1012 	 3 	  
21:40 24.12.2019 	 1,08 	 1,06 	 8 	 10 	 260 	 1012 	 3 	  
21:30 24.12.2019 	 1,18 	 1,23 	 8 	 10 	 264 	 1011 	 3,1 	  
21:20 24.12.2019 	 1,3 	 1,23 	 8 	 10 	 260 	 1011 	 3,1 	  
21:10 24.12.2019 	 1,41 	 1,39 	 7 	 10 	 258 	 1011 	 3 	  
21:00 24.12.2019 	 1,53 	 1,47 	 7 	 10 	 260 	 1011 	 2,9 	  
20:50 24.12.2019 	 1,66 	 1,59 	 8 	 10 	 265 	 1011 	 3 	  
20:40 24.12.2019 	 1,79 	 1,75 	 7 	 10 	 264 	 1011 	 3 	  
20:30 24.12.2019 	 1,92 	 1,84 	 8 	 10 	 262 	 1011 	 3,1 	  
20:20 24.12.2019 	 2,05 	 1,99 	 8 	 11 	 260 	 1011 	 3,1 	  
20:10 24.12.2019 	 2,19 	 2,08 	 8 	 10 	 262 	 1011 	 3,2 	  
20:00 24.12.2019 	 2,32 	 2,26 	 8 	 10 	 271 	 1011 	 3,3 	  
19:50 24.12.2019 	 2,45 	 2,31 	 8 	 10 	 270 	 1010 	 3,3 	  
19:40 24.12.2019 	 2,57 	 2,47 	 8 	 10 	 272 	 1010 	 3,3 	  
19:30 24.12.2019 	 2,7 	 2,58 	 7 	 10 	 275 	 1010 	 3,4 	  
19:20 24.12.2019 	 2,82 	 2,69 	 7 	 11 	 282 	 1010 	 3,3 	  
19:10 24.12.2019 	 2,93 	 2,8 	 7 	 11 	 276 	 1010 	 3,3 	  
19:00 24.12.2019 	 3,04 	 2,89 	 7 	 10 	 289 	 1010 	 3,4 	  
18:50 24.12.2019 	 3,14 	 3,01 	 7 	 10 	 291 	 1010 	 3,3 	  
18:40 24.12.2019 	 3,24 	 3,07 	 7 	 11 	 288 	 1010 	 3,1 	  
18:30 24.12.2019 	 3,32 	 3,16 	 7 	 11 	 292 	 1010 	 3,1 	  
18:20 24.12.2019 	 3,4 	 3,24 	 8 	 10 	 290 	 1009 	 3 	  
18:10 24.12.2019 	 3,47 	 3,33 	 8 	 11 	 286 	 1009 	 2,9 	  
18:00 24.12.2019 	 3,54 	 3,34 	 8 	 13 	 288 	 1009 	 3,1 	  
17:50 24.12.2019 	 3,59 	 3,39 	 8 	 11 	 291 	 1009 	 3,1 	  
17:40 24.12.2019 	 3,63 	 3,47 	 8 	 12 	 294 	 1009 	 3 	  
17:30 24.12.2019 	 3,67 	 3,45 	 8 	 11 	 296 	 1009 	 3 	  
17:20 24.12.2019 	 3,69 	 3,53 	 8 	 11 	 291 	 1008 	 2,9 	  
17:10 24.12.2019 	 3,7 	 3,51 	 7 	 10 	 293 	 1008 	 3 	  
17:00 24.12.2019 	 3,7 	 3,52 	 7 	 11 	 289 	 1008 	 3,1 	  
16:50 24.12.2019 	 3,7 	 3,49 	 7 	 10 	 294 	 1008 	 3,1 	  
16:40 24.12.2019 	 3,68 	 3,47 	 7 	 11 	 285 	 1008 	 3,1 	  
16:30 24.12.2019 	 3,65 	 3,43 	 7 	 11 	 288 	 1007 	 3,2 	  
16:20 24.12.2019 	 3,61 	 3,45 	 8 	 11 	 290 	 1007 	 3,2 	  
16:10 24.12.2019 	 3,56 	 3,38 	 8 	 12 	 287 	 1007 	 3,2 	  
16:00 24.12.2019 	 3,51 	 3,32 	 7 	 9 	 288 	 1007 	 3,4 	  
15:50 24.12.2019 	 3,44 	 3,25 	 6 	 9 	 286 	 1007 	 3,5 	  
15:40 24.12.2019 	 3,36 	 3,18 	 6 	 9 	 286 	 1007 	 3,5 	  
15:30 24.12.2019 	 3,27 	 3,09 	 6 	 8 	 288 	 1007 	 3,6 	  
15:20 24.12.2019 	 3,18 	 3 	 6 	 9 	 287 	 1007 	 3,6 	  
15:10 24.12.2019 	 3,08 	 2,92 	 6 	 9 	 288 	 1006 	 3,6 	  
15:00 24.12.2019 	 2,97 	 2,79 	 6 	 8 	 289 	 1006 	 3,5 	  
14:50 24.12.2019 	 2,85 	 2,69 	 5 	 7 	 295 	 1006 	 3,4 	  
14:40 24.12.2019 	 2,73 	 2,61 	 4 	 7 	 322 	 1006 	 3 	  
14:30 24.12.2019 	 2,6 	 2,48 	 6 	 9 	 308 	 1006 	 3,1 	  
14:20 24.12.2019 	 2,47 	 2,31 	 5 	 7 	 305 	 1006 	 3,6 	  
14:10 24.12.2019 	 2,34 	 2,29 	 5 	 7 	 297 	 1006 	 3,7 	  
14:00 24.12.2019 	 2,2 	 2,1 	 5 	 8 	 299 	 1006 	 3,7 	  
13:50 24.12.2019 	 2,07 	 2 	 5 	 8 	 304 	 1006 	 3,7 	  
13:40 24.12.2019 	 1,93 	 1,88 	 6 	 9 	 309 	 1005 	 3,4 	  
13:30 24.12.2019 	 1,8 	 1,76 	 5 	 8 	 306 	 1005 	 3 	  
13:20 24.12.2019 	 1,67 	 1,64 	 2 	 3 	 244 	 1005 	 2,4 	  
13:10 24.12.2019 	 1,54 	 1,55 	 1 	 2 	 145 	 1005 	 1,3 	  
13:00 24.12.2019 	 1,42 	 1,41 	 1 	 2 	 129 	 1005 	 1,1 	  
12:50 24.12.2019 	 1,3 	 1,31 	 1 	 1 	 118 	 1005 	 1,3 	  
12:40 24.12.2019 	 1,19 	 1,27 	 1 	 1 	 109 	 1005 	 1,5 	  
12:30 24.12.2019 	 1,09 	 1,1 	 1 	 1 	 107 	 1005 	 1,3 	  
12:20 24.12.2019 	 1 	 1,07 	 1 	 1 	 127 	 1005 	 0,9 	  
12:10 24.12.2019 	 0,91 	 0,96 	 1 	 2 	 143 	 1005 	 0,8 	  
12:00 24.12.2019 	 0,84 	 0,93 	 1 	 1 	 168 	 1005 	 0,7 	  
11:50 24.12.2019 	 0,78 	 0,86 	 1 	 2 	 233 	 1004 	 0,6 	  
11:40 24.12.2019 	 0,72 	 0,8 	 1 	 2 	 237 	 1004 	 0,4 	  
11:30 24.12.2019 	 0,68 	 0,83 	 1 	 2 	 218 	 1004 	 0,5 	  
11:20 24.12.2019 	 0,65 	 0,71 	 1 	 1 	 183 	 1004 	 0,5 	  
11:10 24.12.2019 	 0,64 	 0,69 	 1 	 1 	 199 	 1004 	 0,6 	  
11:00 24.12.2019 	 0,63 	 0,75 	 1 	 1 	 221 	 1004 	 0,8 	  
10:50 24.12.2019 	 0,64 	 0,72 	 1 	 1 	 207 	 1004 	 0,8 	  
10:40 24.12.2019 	 0,66 	 0,76 	 1 	 1 	 253 	 1004 	 0,7 	  
10:30 24.12.2019 	 0,69 	 0,76 	 1 	 1 	 197 	 1004 	 0,8 	  
10:20 24.12.2019 	 0,74 	 0,75 	 1 	 2 	 185 	 1004 	 0,9 	  
10:10 24.12.2019 	 0,79 	 0,89 	 1 	 2 	 218 	 1004 	 1,3 	  
10:00 24.12.2019 	 0,86 	 0,87 	 1 	 2 	 202 	 1004 	 1,1 	  
09:50 24.12.2019 	 0,94 	 0,96 	 1 	 1 	 251 	 1003 	 0,9 	  
09:40 24.12.2019 	 1,02 	 1,07 	 1 	 1 	 39 	 1003 	 0,5 	  
09:30 24.12.2019 	 1,12 	 1,11 	 1 	 1 	 82 	 1003 	 0,6 	  
09:20 24.12.2019 	 1,22 	 1,25 	 1 	 2 	 97 	 1003 	 0,6 	  
09:10 24.12.2019 	 1,33 	 1,31 	 2 	 2 	 90 	 1003 	 0,5 	  
09:00 24.12.2019 	 1,45 	 1,45 	 1 	 2 	 96 	 1003 	 0,8 	  
08:50 24.12.2019 	 1,57 	 1,51 	 1 	 2 	 105 	 1003 	 0,2 	  
08:40 24.12.2019 	 1,7 	 1,69 	 1 	 1 	 107 	 1003 	 0,5 	  
08:30 24.12.2019 	 1,83 	 1,81 	 1 	 1 	 96 	 1003 	 0,6 	  
08:20 24.12.2019 	 1,97 	 1,9 	 1 	 2 	 18 	 1002 	 1,3 	  
08:10 24.12.2019 	 2,11 	 2,06 	 2 	 3 	 8 	 1002 	 1,1 	  
08:00 24.12.2019 	 2,24 	 2,18 	 2 	 3 	 8 	 1002 	 1 	  
07:50 24.12.2019 	 2,38 	 2,28 	 1 	 2 	 5 	 1002 	 1,1 	  
07:40 24.12.2019 	 2,51 	 2,43 	 2 	 2 	 23 	 1002 	 1 	  
07:30 24.12.2019 	 2,65 	 2,52 	 1 	 2 	 37 	 1002 	 1,1 	  
07:20 24.12.2019 	 2,78 	 2,67 	 1 	 1 	 30 	 1002 	 1,1 	  
07:10 24.12.2019 	 2,9 	 2,79 	 2 	 2 	 47 	 1002 	 1,1 	  
07:00 24.12.2019 	 3,03 	 2,89 	 2 	 2 	 28 	 1002 	 1,1 	  
06:50 24.12.2019 	 3,14 	 3,03 	 2 	 3 	 34 	 1002 	 1,3 	  
06:40 24.12.2019 	 3,25 	 3,07 	 2 	 3 	 19 	 1002 	 1,1 	  
06:30 24.12.2019 	 3,35 	 3,2 	 2 	 3 	 25 	 1001 	 1,1 	  
06:20 24.12.2019 	 3,45 	 3,26 	 2 	 3 	 44 	 1001 	 1 	  
06:10 24.12.2019 	 3,54 	 3,37 	 2 	 3 	 26 	 1001 	 1 	  
06:00 24.12.2019 	 3,62 	 3,42 	 3 	 3 	 8 	 1001 	 1,6 	  
05:50 24.12.2019 	 3,69 	 3,51 	 3 	 4 	 10 	 1001 	 1,6 	  
05:40 24.12.2019 	 3,75 	 3,55 	 2 	 3 	 2 	 1001 	 1,8 	  
05:30 24.12.2019 	 3,8 	 3,56 	 3 	 4 	 9 	 1001 	 1,4 	  
05:20 24.12.2019 	 3,84 	 3,65 	 3 	 4 	 9 	 1001 	 1,6 	  
05:10 24.12.2019 	 3,87 	 3,67 	 3 	 4 	 7 	 1001 	 1,7 	  
05:00 24.12.2019 	 3,89 	 3,69 	 3 	 4 	 15 	 1001 	 1,3 	  
04:50 24.12.2019 	 3,9 	 3,69 	 3 	 4 	 17 	 1001 	 1,3 	  
04:40 24.12.2019 	 3,9 	 3,69 	 3 	 3 	 11 	 1001 	 1,3 	  
04:30 24.12.2019 	 3,89 	 3,64 	 2 	 3 	 23 	 1001 	 1,4 	  
04:20 24.12.2019 	 3,87 	 3,69 	 2 	 3 	 26 	 1001 	 1,4 	  
04:10 24.12.2019 	 3,84 	 3,63 	 2 	 3 	 27 	 1001 	 1,5 	  
04:00 24.12.2019 	 3,8 	 3,59 	 2 	 3 	 27 	 1001 	 1,4 	  
03:50 24.12.2019 	 3,75 	 3,54 	 3 	 3 	 12 	 1001 	 1,2 	  
03:40 24.12.2019 	 3,69 	 3,46 	 3 	 3 	 18 	 1001 	 1,1 	  
03:30 24.12.2019 	 3,62 	 3,42 	 3 	 3 	 23 	 1001 	 1,1 	  
03:20 24.12.2019 	 3,55 	 3,35 	 3 	 4 	 15 	 1001 	 1,3 	  
03:10 24.12.2019 	 3,46 	 3,28 	 2 	 3 	 0 	 1001 	 1,7 	  
03:00 24.12.2019 	 3,36 	 3,16 	 2 	 3 	 357 	 1001 	 1,3 	  
02:50 24.12.2019 	 3,26 	 3,05 	 1 	 2 	 6 	 1001 	 1 	  
02:40 24.12.2019 	 3,15 	 2,95 	 1 	 2 	 12 	 1000 	 1 	  
02:30 24.12.2019 	 3,03 	 2,83 	 2 	 2 	 354 	 1000 	 0,9 	  
02:20 24.12.2019 	 2,91 	 2,76 	 1 	 2 	 26 	 1000 	 0,8 	  
02:10 24.12.2019 	 2,78 	 2,64 	 1 	 1 	 350 	 1000 	 0,9 	  
02:00 24.12.2019 	 2,65 	 2,5 	 1 	 1 	 43 	 1000 	 0,9 	  
01:50 24.12.2019 	 2,51 	 2,39 	 1 	 1 	 59 	 1000 	 1 	  
01:40 24.12.2019 	 2,38 	 2,3 	 1 	 1 	 354 	 1000 	 0,6 	  
01:30 24.12.2019 	 2,24 	 2,12 	 1 	 1 	 329 	 1000 	 0,6 	  
01:20 24.12.2019 	 2,11 	 2,03 	 1 	 1 	 229 	 1000 	 0,8 	  
01:10 24.12.2019 	 1,97 	 1,92 	 1 	 1 	 287 	 1000 	 0,9 	  
01:00 24.12.2019 	 1,84 	 1,79 	 1 	 2 	 284 	 1000 	 1,1 	  
00:50 24.12.2019 	 1,71 	 1,68 	 1 	 2 	 253 	 1000 	 0,5 	  
00:40 24.12.2019 	 1,58 	 1,58 	 1 	 2 	 156 	 1000 	 0,6 	  
00:30 24.12.2019 	 1,46 	 1,47 	 2 	 3 	 72 	 1000 	 0,8 	  
00:20 24.12.2019 	 1,35 	 1,34 	 2 	 3 	 74 	 1000 	 0,8 	  
00:10 24.12.2019 	 1,24 	 1,28 	 2 	 2 	 69 	 1000 	 1 	  
00:00 24.12.2019 	 1,14 	 1,2 	 2 	 3 	 54 	 1000 	 1,1 	  
23:50 23.12.2019 	 1,05 	 1,12 	 2 	 3 	 44 	 1000 	 1,3 	  
23:40 23.12.2019 	 0,96 	 1,03 	 2 	 3 	 42 	 1000 	 1,1 	  
23:30 23.12.2019 	 0,89 	 0,95 	 2 	 2 	 48 	 1000 	 1,2 	  
23:20 23.12.2019 	 0,83 	 0,92 	 2 	 3 	 48 	 1000 	 1,3 	  
23:10 23.12.2019 	 0,78 	 0,85 	 2 	 2 	 39 	 1000 	 1,2 	  
23:00 23.12.2019 	 0,73 	 0,81 	 2 	 3 	 35 	 1000 	 1,1 	  
22:50 23.12.2019 	 0,7 	 0,8 	 2 	 2 	 40 	 1000 	 1 	  
22:40 23.12.2019 	 0,68 	 0,75 	 1 	 2 	 44 	 1000 	 1,1 	  
22:30 23.12.2019 	 0,68 	 0,72 	 1 	 2 	 71 	 1000 	 1,2 	  
22:20 23.12.2019 	 0,68 	 0,76 	 2 	 2 	 54 	 1000 	 1,6 	  
22:10 23.12.2019 	 0,69 	 0,75 	 2 	 2 	 48 	 1000 	 1,5 	  
22:00 23.12.2019 	 0,72 	 0,77 	 2 	 2 	 51 	 1000 	 1,6 	  
21:50 23.12.2019 	 0,76 	 0,83 	 2 	 2 	 40 	 1000 	 1,3 	  
21:40 23.12.2019 	 0,8 	 0,84 	 2 	 2 	 61 	 1000 	 1,3 	  
21:30 23.12.2019 	 0,86 	 0,87 	 2 	 3 	 53 	 1000 	 1,4 	  
21:20 23.12.2019 	 0,93 	 0,96 	 2 	 2 	 47 	 1000 	 1,3 	  
21:10 23.12.2019 	 1 	 1,02 	 2 	 3 	 48 	 1000 	 1,6 	  
21:00 23.12.2019 	 1,08 	 1,09 	 2 	 3 	 42 	 1000 	 1,6 	  
20:50 23.12.2019 	 1,18 	 1,21 	 3 	 4 	 47 	 1000 	 1,8 	  
20:40 23.12.2019 	 1,27 	 1,25 	 3 	 4 	 35 	 1000 	 1,8 	  
20:30 23.12.2019 	 1,38 	 1,41 	 3 	 4 	 38 	 1000 	 1,8 	  
20:20 23.12.2019 	 1,49 	 1,45 	 3 	 4 	 42 	 1000 	 1,9 	  
20:10 23.12.2019 	 1,6 	 1,59 	 3 	 4 	 47 	 1000 	 1,8 	  
20:00 23.12.2019 	 1,72 	 1,69 	 2 	 3 	 35 	 1000 	 1,4 	  
19:50 23.12.2019 	 1,84 	 1,82 	 3 	 4 	 36 	 1000 	 1,7 	  
19:40 23.12.2019 	 1,96 	 1,9 	 3 	 4 	 39 	 1000 	 1,5 	  
19:30 23.12.2019 	 2,09 	 2,03 	 3 	 4 	 37 	 999 	 1,4 	  
19:20 23.12.2019 	 2,21 	 2,16 	 3 	 4 	 26 	 999 	 1,2 	  
19:10 23.12.2019 	 2,33 	 2,23 	 3 	 4 	 28 	 999 	 1,1 	  
19:00 23.12.2019 	 2,45 	 2,36 	 3 	 4 	 23 	 999 	 1 	  
18:50 23.12.2019 	 2,57 	 2,48 	 3 	 4 	 22 	 999 	 0,9 	  
18:40 23.12.2019 	 2,69 	 2,57 	 3 	 4 	 36 	 999 	 1,3 	  
18:30 23.12.2019 	 2,8 	 2,67 	 3 	 3 	 44 	 999 	 1,7 	  
18:20 23.12.2019 	 2,9 	 2,8 	 3 	 4 	 45 	 999 	 1,8 	  
18:10 23.12.2019 	 3 	 2,86 	 3 	 4 	 30 	 999 	 1,2 	  
18:00 23.12.2019 	 3,09 	 2,99 	 3 	 3 	 15 	 999 	 1,1 	  
