 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
09:40 23.12.2019 	 0,55 	 0,96 	 0 	 1 	 124 	 997 	 5 	  
09:30 23.12.2019 	 0,56 	 0,94 	 1 	 1 	 142 	 997 	 4,9 	  
09:20 23.12.2019 	 0,57 	 0,9 	 0 	 1 	 144 	 997 	 4,7 	  
09:10 23.12.2019 	 0,59 	 0,94 	 1 	 1 	 141 	 997 	 4,7 	  
09:00 23.12.2019 	 0,62 	 0,97 	 1 	 1 	 136 	 997 	 4,7 	  
08:50 23.12.2019 	 0,65 	 0,96 	 0 	 1 	 146 	 997 	 4,5 	  
08:40 23.12.2019 	 0,69 	 1,04 	 0 	 1 	 134 	 997 	 4,7 	  
08:30 23.12.2019 	 0,74 	 1,09 	 0 	 1 	 143 	 996 	 4,5 	  
08:20 23.12.2019 	 0,79 	 1,05 	 0 	 1 	 156 	 996 	 4,6 	  
08:10 23.12.2019 	 0,85 	 1,14 	 0 	 1 	 157 	 996 	 4,6 	  
08:00 23.12.2019 	 0,92 	 1,31 	 0 	 1 	 133 	 996 	 4,4 	  
07:50 23.12.2019 	 0,98 	 1,25 	 0 	 0 	 135 	 996 	 4,6 	  
07:40 23.12.2019 	 1,06 	 1,29 	 0 	 0 	 170 	 996 	 4,7 	  
07:30 23.12.2019 	 1,13 	 1,53 	 0 	 1 	 175 	 996 	 4,6 	  
07:20 23.12.2019 	 1,21 	 1,52 	 0 	 1 	 151 	 996 	 4,6 	  
07:10 23.12.2019 	 1,3 	 1,52 	 0 	 0 	 144 	 996 	 4,6 	  
07:00 23.12.2019 	 1,38 	 1,69 	 0 	 0 	 232 	 996 	 4,7 	  
06:50 23.12.2019 	 1,46 	 1,79 	 1 	 1 	 200 	 996 	 4,8 	  
06:40 23.12.2019 	 1,55 	 1,77 	 0 	 1 	 161 	 996 	 4,7 	  
06:30 23.12.2019 	 1,64 	 1,88 	 0 	 1 	 172 	 996 	 4,5 	  
06:20 23.12.2019 	 1,72 	 2,06 	 0 	 1 	 163 	 996 	 4,5 	  
06:10 23.12.2019 	 1,81 	 2,13 	 0 	 0 	 197 	 995 	 4,7 	  
06:00 23.12.2019 	 1,89 	 2,12 	 0 	 0 	 208 	 995 	 4,8 	  
05:50 23.12.2019 	 1,97 	 2,22 	 0 	 0 	 174 	 995 	 5 	  
05:40 23.12.2019 	 2,04 	 2,37 	 0 	 1 	 113 	 995 	 4,9 	  
05:30 23.12.2019 	 2,11 	 2,39 	 0 	 1 	 198 	 995 	 5,2 	  
05:20 23.12.2019 	 2,18 	 2,42 	 0 	 0 	 221 	 995 	 5,3 	  
05:10 23.12.2019 	 2,25 	 2,52 	 0 	 0 	 179 	 995 	 5,2 	  
05:00 23.12.2019 	 2,31 	 2,62 	 0 	 0 	 97 	 995 	 5,2 	  
04:50 23.12.2019 	 2,36 	 2,65 	 0 	 1 	 135 	 995 	 5,3 	  
04:40 23.12.2019 	 2,42 	 2,66 	 0 	 1 	 167 	 995 	 5,3 	  
04:30 23.12.2019 	 2,46 	 2,72 	 0 	 0 	 272 	 995 	 5,2 	  
04:20 23.12.2019 	 2,49 	 2,76 	 0 	 1 	 221 	 995 	 5,4 	  
04:10 23.12.2019 	 2,53 	 2,8 	 0 	 1 	 220 	 995 	 5,7 	  
04:00 23.12.2019 	 2,56 	 2,8 	 1 	 3 	 325 	 995 	 5,5 	  
03:50 23.12.2019 	 2,58 	 2,89 	 1 	 3 	 333 	 995 	 6,2 	  
03:40 23.12.2019 	 2,59 	 2,9 	 0 	 0 	 194 	 995 	 4,7 	  
03:30 23.12.2019 	 2,6 	 2,84 	 0 	 0 	 188 	 994 	 4,8 	  
03:20 23.12.2019 	 2,6 	 2,81 	 0 	 0 	 298 	 994 	 4,9 	  
03:10 23.12.2019 	 2,59 	 2,91 	 0 	 0 	 298 	 994 	 4,8 	  
03:00 23.12.2019 	 2,58 	 2,93 	 0 	 0 	 286 	 994 	 4,9 	  
02:50 23.12.2019 	 2,56 	 2,81 	 0 	 0 	 357 	 994 	 5 	  
02:40 23.12.2019 	 2,53 	 2,78 	 1 	 1 	 325 	 994 	 5,2 	  
02:30 23.12.2019 	 2,5 	 2,83 	 1 	 1 	 339 	 994 	 5,2 	  
02:20 23.12.2019 	 2,46 	 2,76 	 0 	 0 	 346 	 994 	 5,4 	  
02:10 23.12.2019 	 2,42 	 2,61 	 0 	 1 	 329 	 994 	 5,3 	  
02:00 23.12.2019 	 2,37 	 2,61 	 0 	 1 	 336 	 994 	 5,2 	  
01:50 23.12.2019 	 2,32 	 2,68 	 0 	 1 	 194 	 994 	 5,5 	  
01:40 23.12.2019 	 2,25 	 2,53 	 0 	 0 	 179 	 994 	 5,1 	  
01:30 23.12.2019 	 2,18 	 2,42 	 0 	 0 	 179 	 994 	 5,3 	  
01:20 23.12.2019 	 2,11 	 2,38 	 0 	 0 	 198 	 994 	 5,2 	  
01:10 23.12.2019 	 2,04 	 2,35 	 0 	 0 	 306 	 993 	 5,4 	  
01:00 23.12.2019 	 1,97 	 2,17 	 0 	 1 	 327 	 993 	 5,4 	  
00:50 23.12.2019 	 1,88 	 2,11 	 1 	 1 	 336 	 993 	 5,6 	  
00:40 23.12.2019 	 1,8 	 2,09 	 1 	 2 	 320 	 993 	 5,5 	  
00:30 23.12.2019 	 1,72 	 2,09 	 0 	 0 	 271 	 993 	 5 	  
00:20 23.12.2019 	 1,63 	 1,88 	 0 	 0 	 237 	 993 	 5 	  
00:10 23.12.2019 	 1,55 	 1,8 	 0 	 0 	 260 	 993 	 4,9 	  
00:00 23.12.2019 	 1,46 	 1,72 	 0 	 1 	 317 	 993 	 5,1 	  
23:50 22.12.2019 	 1,38 	 1,81 	 1 	 1 	 321 	 993 	 5,4 	  
23:40 22.12.2019 	 1,3 	 1,65 	 1 	 1 	 320 	 993 	 5,4 	  
23:30 22.12.2019 	 1,21 	 1,5 	 1 	 3 	 319 	 993 	 5,6 	  
23:20 22.12.2019 	 1,13 	 1,43 	 2 	 3 	 346 	 992 	 6 	  
23:10 22.12.2019 	 1,06 	 1,48 	 1 	 1 	 319 	 992 	 5,2 	  
23:00 22.12.2019 	 0,99 	 1,36 	 1 	 2 	 338 	 992 	 5,4 	  
22:50 22.12.2019 	 0,92 	 1,29 	 0 	 1 	 223 	 992 	 5 	  
22:40 22.12.2019 	 0,86 	 1,17 	 0 	 0 	 181 	 992 	 4,7 	  
22:30 22.12.2019 	 0,8 	 1,16 	 0 	 0 	 207 	 992 	 4,8 	  
22:20 22.12.2019 	 0,75 	 1,11 	 0 	 0 	 212 	 992 	 4,5 	  
22:10 22.12.2019 	 0,7 	 1,1 	 0 	 1 	 181 	 992 	 4,2 	  
22:00 22.12.2019 	 0,67 	 1,09 	 0 	 0 	 179 	 991 	 4,4 	  
21:50 22.12.2019 	 0,63 	 1,02 	 0 	 0 	 159 	 991 	 4,5 	  
21:40 22.12.2019 	 0,6 	 0,97 	 0 	 0 	 108 	 991 	 4,3 	  
21:30 22.12.2019 	 0,58 	 1,01 	 0 	 0 	 150 	 991 	 4,4 	  
21:20 22.12.2019 	 0,57 	 1,03 	 0 	 1 	 116 	 991 	 4,2 	  
21:10 22.12.2019 	 0,56 	 0,97 	 1 	 2 	 21 	 991 	 4,3 	  
21:00 22.12.2019 	 0,57 	 0,92 	 0 	 1 	 359 	 991 	 4,3 	  
20:50 22.12.2019 	 0,57 	 1,02 	 0 	 0 	 246 	 991 	 4 	  
20:40 22.12.2019 	 0,59 	 0,97 	 0 	 0 	 231 	 990 	 4,1 	  
20:30 22.12.2019 	 0,61 	 0,93 	 0 	 1 	 217 	 990 	 4,3 	  
20:20 22.12.2019 	 0,64 	 1,05 	 0 	 0 	 177 	 990 	 4 	  
20:10 22.12.2019 	 0,67 	 1,12 	 0 	 1 	 145 	 990 	 4,4 	  
20:00 22.12.2019 	 0,71 	 1,09 	 0 	 0 	 133 	 990 	 4,1 	  
19:50 22.12.2019 	 0,76 	 1,07 	 0 	 0 	 13 	 990 	 4,3 	  
19:40 22.12.2019 	 0,81 	 1,25 	 0 	 1 	 187 	 990 	 4,5 	  
19:30 22.12.2019 	 0,87 	 1,3 	 0 	 0 	 205 	 989 	 4,4 	  
19:20 22.12.2019 	 0,92 	 1,26 	 0 	 0 	 79 	 989 	 4,6 	  
19:10 22.12.2019 	 0,99 	 1,38 	 0 	 0 	 343 	 989 	 4,7 	  
19:00 22.12.2019 	 1,06 	 1,46 	 0 	 0 	 303 	 989 	 4,8 	  
18:50 22.12.2019 	 1,13 	 1,51 	 0 	 0 	 144 	 989 	 4,8 	  
18:40 22.12.2019 	 1,21 	 1,56 	 0 	 1 	 42 	 989 	 5,1 	  
18:30 22.12.2019 	 1,28 	 1,7 	 1 	 2 	 12 	 989 	 5,8 	  
18:20 22.12.2019 	 1,36 	 1,73 	 2 	 2 	 352 	 988 	 6,2 	  
18:10 22.12.2019 	 1,44 	 1,76 	 2 	 3 	 351 	 988 	 6,3 	  
18:00 22.12.2019 	 1,52 	 1,92 	 3 	 4 	 345 	 988 	 6,3 	  
17:50 22.12.2019 	 1,6 	 1,91 	 3 	 4 	 347 	 988 	 6,5 	  
17:40 22.12.2019 	 1,67 	 2,06 	 3 	 4 	 347 	 988 	 6,4 	  
17:30 22.12.2019 	 1,75 	 2,14 	 1 	 2 	 353 	 988 	 6,3 	  
17:20 22.12.2019 	 1,82 	 2,2 	 2 	 3 	 349 	 987 	 6,3 	  
17:10 22.12.2019 	 1,89 	 2,22 	 3 	 4 	 346 	 987 	 6,3 	  
17:00 22.12.2019 	 1,96 	 2,3 	 3 	 4 	 349 	 987 	 6,4 	  
16:50 22.12.2019 	 2,03 	 2,39 	 4 	 5 	 345 	 987 	 6,5 	  
16:40 22.12.2019 	 2,09 	 2,45 	 3 	 4 	 342 	 987 	 6,9 	  
16:30 22.12.2019 	 2,15 	 2,51 	 2 	 3 	 342 	 987 	 6,9 	  
16:20 22.12.2019 	 2,21 	 2,59 	 2 	 3 	 356 	 987 	 6,5 	  
16:10 22.12.2019 	 2,25 	 2,63 	 3 	 4 	 353 	 987 	 6,4 	  
16:00 22.12.2019 	 2,3 	 2,67 	 2 	 4 	 2 	 987 	 6,1 	  
15:50 22.12.2019 	 2,34 	 2,74 	 2 	 4 	 342 	 987 	 6,8 	  
15:40 22.12.2019 	 2,37 	 2,75 	 1 	 2 	 336 	 986 	 5,6 	  
15:30 22.12.2019 	 2,4 	 2,76 	 1 	 2 	 358 	 986 	 5,8 	  
15:20 22.12.2019 	 2,42 	 2,79 	 1 	 2 	 333 	 986 	 5,7 	  
15:10 22.12.2019 	 2,44 	 2,83 	 1 	 2 	 161 	 986 	 5,5 	  
15:00 22.12.2019 	 2,46 	 2,85 	 1 	 2 	 175 	 986 	 5,6 	  
14:50 22.12.2019 	 2,46 	 2,83 	 1 	 1 	 224 	 986 	 5,6 	  
14:40 22.12.2019 	 2,46 	 2,9 	 0 	 1 	 243 	 986 	 5,8 	  
14:30 22.12.2019 	 2,45 	 2,88 	 1 	 1 	 343 	 986 	 6,3 	  
14:20 22.12.2019 	 2,44 	 2,8 	 2 	 3 	 333 	 986 	 6,6 	  
14:10 22.12.2019 	 2,42 	 2,77 	 2 	 3 	 327 	 985 	 6,7 	  
14:00 22.12.2019 	 2,39 	 2,75 	 0 	 1 	 203 	 985 	 5,9 	  
13:50 22.12.2019 	 2,36 	 2,75 	 0 	 0 	 205 	 985 	 6,1 	  
13:40 22.12.2019 	 2,32 	 2,71 	 0 	 1 	 239 	 985 	 6 	  
13:30 22.12.2019 	 2,28 	 2,64 	 2 	 3 	 338 	 985 	 6,5 	  
13:20 22.12.2019 	 2,23 	 2,64 	 3 	 5 	 329 	 985 	 6,4 	  
13:10 22.12.2019 	 2,18 	 2,57 	 2 	 4 	 315 	 985 	 6,5 	  
13:00 22.12.2019 	 2,12 	 2,5 	 3 	 5 	 327 	 985 	 6,5 	  
12:50 22.12.2019 	 2,06 	 2,44 	 3 	 4 	 333 	 985 	 6,5 	  
12:40 22.12.2019 	 2 	 2,36 	 3 	 4 	 344 	 985 	 6,5 	  
12:30 22.12.2019 	 1,93 	 2,34 	 3 	 4 	 345 	 985 	 6,5 	  
12:20 22.12.2019 	 1,85 	 2,29 	 3 	 5 	 345 	 985 	 6,5 	  
12:10 22.12.2019 	 1,78 	 2,19 	 0 	 1 	 44 	 985 	 5,2 	  
12:00 22.12.2019 	 1,7 	 2,12 	 0 	 1 	 226 	 984 	 5,1 	  
11:50 22.12.2019 	 1,62 	 2,06 	 1 	 2 	 32 	 984 	 5,1 	  
11:40 22.12.2019 	 1,55 	 1,96 	 1 	 2 	 289 	 984 	 4,9 	  
11:30 22.12.2019 	 1,47 	 1,91 	 0 	 1 	 169 	 984 	 4,9 	  
11:20 22.12.2019 	 1,39 	 1,85 	 0 	 1 	 232 	 984 	 4,6 	  
11:10 22.12.2019 	 1,32 	 1,77 	 1 	 2 	 203 	 984 	 4,7 	  
11:00 22.12.2019 	 1,25 	 1,66 	 1 	 2 	 161 	 984 	 4,8 	  
10:50 22.12.2019 	 1,18 	 1,64 	 1 	 3 	 178 	 984 	 5,6 	  
10:40 22.12.2019 	 1,11 	 1,58 	 2 	 4 	 299 	 984 	 6,3 	  
10:30 22.12.2019 	 1,04 	 1,5 	 5 	 7 	 315 	 984 	 6,1 	  
10:20 22.12.2019 	 0,98 	 1,47 	 4 	 5 	 325 	 984 	 6,2 	  
10:10 22.12.2019 	 0,92 	 1,44 	 5 	 8 	 341 	 984 	 6 	  
10:00 22.12.2019 	 0,88 	 1,33 	 4 	 5 	 343 	 984 	 6,3 	  
09:50 22.12.2019 	 0,83 	 1,25 	 3 	 5 	 337 	 983 	 6,5 	  
09:40 22.12.2019 	 0,79 	 1,26 	 3 	 5 	 336 	 983 	 6,4 	  
09:30 22.12.2019 	 0,76 	 1,34 	 4 	 7 	 346 	 983 	 6,2 	  
09:20 22.12.2019 	 0,73 	 1,16 	 3 	 5 	 332 	 983 	 6,3 	  
09:10 22.12.2019 	 0,71 	 1,16 	 1 	 3 	 332 	 983 	 4,3 	  
09:00 22.12.2019 	 0,69 	 1,21 	 0 	 1 	 173 	 983 	 4,4 	  
08:50 22.12.2019 	 0,68 	 1,11 	 0 	 1 	 332 	 982 	 4,7 	  
08:40 22.12.2019 	 0,68 	 1,18 	 1 	 2 	 9 	 982 	 4,9 	  
08:30 22.12.2019 	 0,69 	 1,23 	 1 	 2 	 317 	 982 	 5,8 	  
08:20 22.12.2019 	 0,69 	 1,16 	 1 	 2 	 53 	 982 	 4,7 	  
08:10 22.12.2019 	 0,71 	 1,16 	 2 	 5 	 324 	 982 	 6,3 	  
08:00 22.12.2019 	 0,74 	 1,25 	 1 	 1 	 128 	 982 	 5,4 	  
07:50 22.12.2019 	 0,77 	 1,28 	 1 	 3 	 314 	 982 	 6,6 	  
07:40 22.12.2019 	 0,81 	 1,19 	 2 	 4 	 349 	 981 	 6,8 	  
07:30 22.12.2019 	 0,85 	 1,26 	 4 	 7 	 2 	 981 	 6,8 	  
07:20 22.12.2019 	 0,89 	 1,44 	 3 	 5 	 7 	 981 	 7 	  
07:10 22.12.2019 	 0,95 	 1,38 	 3 	 5 	 338 	 981 	 7,3 	  
07:00 22.12.2019 	 1 	 1,36 	 2 	 4 	 323 	 981 	 6,6 	  
06:50 22.12.2019 	 1,06 	 1,56 	 4 	 8 	 350 	 981 	 6,5 	  
06:40 22.12.2019 	 1,13 	 1,63 	 4 	 9 	 358 	 981 	 6,7 	  
06:30 22.12.2019 	 1,19 	 1,52 	 3 	 6 	 326 	 981 	 7,1 	  
06:20 22.12.2019 	 1,26 	 1,73 	 5 	 8 	 339 	 981 	 6,6 	  
06:10 22.12.2019 	 1,34 	 1,82 	 6 	 10 	 357 	 981 	 6,6 	  
06:00 22.12.2019 	 1,41 	 1,76 	 3 	 6 	 325 	 981 	 7,5 	  
05:50 22.12.2019 	 1,48 	 1,81 	 3 	 6 	 308 	 980 	 7,2 	  
05:40 22.12.2019 	 1,55 	 2,02 	 3 	 5 	 313 	 980 	 6,6 	  
05:30 22.12.2019 	 1,63 	 2,17 	 5 	 12 	 9 	 980 	 6 	  
05:20 22.12.2019 	 1,7 	 2,02 	 6 	 14 	 20 	 980 	 5,7 	  
05:10 22.12.2019 	 1,77 	 2,09 	 3 	 9 	 56 	 981 	 6,2 	  
05:00 22.12.2019 	 1,84 	 2,26 	 4 	 13 	 28 	 980 	 6,6 	  
04:50 22.12.2019 	 1,91 	 2,39 	 5 	 9 	 18 	 980 	 6,8 	  
04:40 22.12.2019 	 1,98 	 2,36 	 6 	 15 	 9 	 980 	 6,4 	  
04:30 22.12.2019 	 2,04 	 2,38 	 4 	 14 	 34 	 980 	 5,6 	  
04:20 22.12.2019 	 2,1 	 2,51 	 4 	 11 	 40 	 980 	 6,1 	  
04:10 22.12.2019 	 2,16 	 2,58 	 4 	 11 	 4 	 980 	 5,9 	  
04:00 22.12.2019 	 2,21 	 2,51 	 6 	 19 	 12 	 980 	 5,5 	  
03:50 22.12.2019 	 2,25 	 2,65 	 4 	 18 	 35 	 981 	 5,3 	  
03:40 22.12.2019 	 2,3 	 2,76 	 5 	 13 	 12 	 981 	 5,4 	  
03:30 22.12.2019 	 2,34 	 2,67 	 4 	 18 	 32 	 981 	 5,3 	  
03:20 22.12.2019 	 2,37 	 2,66 	 3 	 11 	 25 	 981 	 5,4 	  
03:10 22.12.2019 	 2,39 	 2,81 	 5 	 13 	 25 	 981 	 5,4 	  
03:00 22.12.2019 	 2,42 	 2,84 	 4 	 13 	 51 	 981 	 5,4 	  
02:50 22.12.2019 	 2,44 	 2,75 	 6 	 14 	 71 	 981 	 6,2 	  
02:40 22.12.2019 	 2,45 	 2,7 	 6 	 12 	 65 	 981 	 6,4 	  
02:30 22.12.2019 	 2,45 	 2,8 	 6 	 14 	 63 	 981 	 6,1 	  
02:20 22.12.2019 	 2,45 	 2,86 	 4 	 9 	 61 	 981 	 5,8 	  
02:10 22.12.2019 	 2,44 	 2,79 	 4 	 11 	 68 	 981 	 5,6 	  
02:00 22.12.2019 	 2,43 	 2,81 	 5 	 10 	 58 	 981 	 5,5 	  
01:50 22.12.2019 	 2,42 	 2,78 	 5 	 11 	 69 	 981 	 6,1 	  
01:40 22.12.2019 	 2,39 	 2,73 	 5 	 9 	 58 	 980 	 6,8 	  
01:30 22.12.2019 	 2,36 	 2,67 	 4 	 7 	 23 	 980 	 6,3 	  
01:20 22.12.2019 	 2,32 	 2,6 	 4 	 10 	 20 	 980 	 5,7 	  
01:10 22.12.2019 	 2,28 	 2,68 	 7 	 18 	 9 	 980 	 5,1 	  
01:00 22.12.2019 	 2,23 	 2,68 	 9 	 19 	 4 	 981 	 5 	  
00:50 22.12.2019 	 2,18 	 2,51 	 9 	 19 	 8 	 981 	 5,2 	  
00:40 22.12.2019 	 2,13 	 2,48 	 10 	 20 	 359 	 980 	 5,3 	  
00:30 22.12.2019 	 2,07 	 2,47 	 9 	 18 	 5 	 981 	 5,1 	  
00:20 22.12.2019 	 2,01 	 2,36 	 10 	 21 	 2 	 981 	 5,1 	  
00:10 22.12.2019 	 1,94 	 2,32 	 5 	 16 	 8 	 981 	 6 	  
00:00 22.12.2019 	 1,87 	 2,24 	 5 	 13 	 9 	 981 	 5,6 	  
23:50 21.12.2019 	 1,8 	 2,2 	 6 	 16 	 17 	 981 	 5,7 	  
23:40 21.12.2019 	 1,73 	 2,08 	 3 	 12 	 31 	 981 	 5,5 	  
23:30 21.12.2019 	 1,65 	 2 	 5 	 12 	 8 	 981 	 5,2 	  
23:20 21.12.2019 	 1,58 	 1,93 	 5 	 12 	 6 	 981 	 5,2 	  
23:10 21.12.2019 	 1,51 	 1,97 	 4 	 16 	 360 	 981 	 5,1 	  
23:00 21.12.2019 	 1,43 	 1,84 	 6 	 11 	 7 	 982 	 5,2 	  
22:50 21.12.2019 	 1,36 	 1,74 	 4 	 14 	 14 	 982 	 5,2 	  
22:40 21.12.2019 	 1,28 	 1,68 	 3 	 9 	 13 	 982 	 5,3 	  
22:30 21.12.2019 	 1,21 	 1,67 	 4 	 11 	 0 	 982 	 5,2 	  
22:20 21.12.2019 	 1,15 	 1,55 	 6 	 13 	 18 	 982 	 5,5 	  
22:10 21.12.2019 	 1,08 	 1,47 	 3 	 7 	 12 	 982 	 5,8 	  
22:00 21.12.2019 	 1,02 	 1,44 	 3 	 7 	 67 	 982 	 5,7 	  
21:50 21.12.2019 	 0,96 	 1,44 	 3 	 10 	 47 	 982 	 5,3 	  
21:40 21.12.2019 	 0,9 	 1,36 	 3 	 7 	 5 	 982 	 5,2 	  
21:30 21.12.2019 	 0,85 	 1,25 	 3 	 7 	 358 	 982 	 5,2 	  
21:20 21.12.2019 	 0,81 	 1,22 	 5 	 13 	 6 	 982 	 5,2 	  
21:10 21.12.2019 	 0,77 	 1,25 	 5 	 12 	 3 	 982 	 5,5 	  
21:00 21.12.2019 	 0,74 	 1,18 	 5 	 12 	 11 	 982 	 5,5 	  
20:50 21.12.2019 	 0,71 	 1,18 	 4 	 13 	 36 	 982 	 5,7 	  
20:40 21.12.2019 	 0,69 	 1,12 	 4 	 12 	 30 	 982 	 5,8 	  
20:30 21.12.2019 	 0,67 	 1,13 	 4 	 13 	 69 	 982 	 6 	  
20:20 21.12.2019 	 0,66 	 1,13 	 5 	 13 	 71 	 982 	 6,7 	  
20:10 21.12.2019 	 0,65 	 1,09 	 5 	 12 	 60 	 981 	 7,4 	  
20:00 21.12.2019 	 0,65 	 1,16 	 4 	 10 	 38 	 981 	 6,1 	  
19:50 21.12.2019 	 0,66 	 1,07 	 8 	 15 	 350 	 981 	 5,9 	  
19:40 21.12.2019 	 0,67 	 1,07 	 8 	 14 	 344 	 981 	 6,1 	  
19:30 21.12.2019 	 0,69 	 1,16 	 9 	 14 	 331 	 981 	 5,9 	  
19:20 21.12.2019 	 0,72 	 1,22 	 8 	 14 	 347 	 981 	 5,9 	  
19:10 21.12.2019 	 0,75 	 1,16 	 7 	 12 	 345 	 982 	 5,9 	  
19:00 21.12.2019 	 0,78 	 1,15 	 7 	 12 	 355 	 982 	 6,1 	  
18:50 21.12.2019 	 0,83 	 1,35 	 4 	 10 	 31 	 982 	 6,1 	  
18:40 21.12.2019 	 0,88 	 1,29 	 6 	 13 	 72 	 982 	 6,4 	  
18:30 21.12.2019 	 0,92 	 1,28 	 3 	 9 	 36 	 982 	 7,3 	  
18:20 21.12.2019 	 0,98 	 1,45 	 3 	 6 	 339 	 981 	 6,9 	  
18:10 21.12.2019 	 1,04 	 1,48 	 3 	 9 	 282 	 981 	 6,4 	  
18:00 21.12.2019 	 1,1 	 1,45 	 3 	 9 	 242 	 981 	 6,2 	  
17:50 21.12.2019 	 1,16 	 1,62 	 4 	 8 	 246 	 981 	 6,3 	  
17:40 21.12.2019 	 1,23 	 1,67 	 5 	 9 	 323 	 981 	 6,6 	  
17:30 21.12.2019 	 1,3 	 1,74 	 7 	 15 	 342 	 981 	 6,6 	  
17:20 21.12.2019 	 1,37 	 1,79 	 5 	 14 	 0 	 982 	 6,5 	  
17:10 21.12.2019 	 1,44 	 1,79 	 3 	 11 	 64 	 982 	 6,9 	  
17:00 21.12.2019 	 1,51 	 1,85 	 3 	 9 	 43 	 982 	 7,1 	  
16:50 21.12.2019 	 1,58 	 2,04 	 4 	 10 	 49 	 982 	 6,9 	  
16:40 21.12.2019 	 1,65 	 2,02 	 2 	 7 	 74 	 982 	 6,7 	  
16:30 21.12.2019 	 1,72 	 2,14 	 4 	 9 	 45 	 981 	 6,7 	  
16:20 21.12.2019 	 1,79 	 2,24 	 5 	 9 	 73 	 981 	 7,3 	  
16:10 21.12.2019 	 1,86 	 2,18 	 6 	 12 	 58 	 982 	 7,4 	  
16:00 21.12.2019 	 1,92 	 2,31 	 2 	 8 	 58 	 981 	 7,6 	  
15:50 21.12.2019 	 1,98 	 2,42 	 6 	 13 	 12 	 982 	 6,7 	  
15:40 21.12.2019 	 2,04 	 2,44 	 6 	 10 	 8 	 981 	 6,6 	  
15:30 21.12.2019 	 2,09 	 2,41 	 4 	 9 	 42 	 981 	 7,5 	  
15:20 21.12.2019 	 2,15 	 2,49 	 5 	 10 	 66 	 981 	 7,6 	  
15:10 21.12.2019 	 2,2 	 2,59 	 6 	 13 	 64 	 982 	 7,5 	  
15:00 21.12.2019 	 2,24 	 2,7 	 4 	 10 	 70 	 982 	 7 	  
14:50 21.12.2019 	 2,28 	 2,63 	 3 	 11 	 26 	 981 	 6,6 	  
14:40 21.12.2019 	 2,31 	 2,6 	 3 	 10 	 14 	 981 	 6,4 	  
14:30 21.12.2019 	 2,35 	 2,79 	 4 	 10 	 61 	 981 	 6,6 	  
14:20 21.12.2019 	 2,37 	 2,87 	 3 	 10 	 27 	 982 	 7,1 	  
14:10 21.12.2019 	 2,39 	 2,76 	 3 	 10 	 61 	 982 	 7 	  
14:00 21.12.2019 	 2,39 	 2,71 	 4 	 10 	 67 	 982 	 7,1 	  
13:50 21.12.2019 	 2,41 	 2,8 	 5 	 13 	 71 	 982 	 6,7 	  
13:40 21.12.2019 	 2,41 	 2,87 	 6 	 14 	 64 	 982 	 7 	  
13:30 21.12.2019 	 2,4 	 2,85 	 7 	 14 	 67 	 982 	 7,1 	  
13:20 21.12.2019 	 2,39 	 2,74 	 4 	 11 	 79 	 982 	 6,8 	  
13:10 21.12.2019 	 2,38 	 2,73 	 5 	 11 	 62 	 982 	 7,2 	  
13:00 21.12.2019 	 2,35 	 2,73 	 6 	 10 	 30 	 982 	 7,8 	  
12:50 21.12.2019 	 2,33 	 2,7 	 6 	 14 	 56 	 982 	 7,6 	  
12:40 21.12.2019 	 2,3 	 2,71 	 5 	 11 	 53 	 982 	 7,5 	  
12:30 21.12.2019 	 2,26 	 2,62 	 5 	 8 	 25 	 981 	 8,9 	  
12:20 21.12.2019 	 2,22 	 2,6 	 6 	 9 	 18 	 981 	 8 	  
12:10 21.12.2019 	 2,17 	 2,62 	 6 	 10 	 34 	 981 	 8 	  
12:00 21.12.2019 	 2,12 	 2,54 	 4 	 9 	 47 	 981 	 7,6 	  
11:50 21.12.2019 	 2,07 	 2,44 	 3 	 10 	 21 	 981 	 6,8 	  
11:40 21.12.2019 	 2,01 	 2,37 	 5 	 12 	 9 	 982 	 6,8 	  
11:30 21.12.2019 	 1,95 	 2,33 	 4 	 13 	 41 	 982 	 6,8 	  
11:20 21.12.2019 	 1,88 	 2,24 	 3 	 6 	 67 	 981 	 7,4 	  
11:10 21.12.2019 	 1,82 	 2,21 	 2 	 6 	 20 	 982 	 7,4 	  
11:00 21.12.2019 	 1,75 	 2,16 	 3 	 5 	 359 	 982 	 7 	  
10:50 21.12.2019 	 1,68 	 2,07 	 2 	 5 	 5 	 982 	 7,2 	  
10:40 21.12.2019 	 1,61 	 2,04 	 3 	 6 	 56 	 982 	 7,7 	  
10:30 21.12.2019 	 1,55 	 1,93 	 2 	 5 	 333 	 982 	 7,1 	  
10:20 21.12.2019 	 1,48 	 1,88 	 1 	 2 	 148 	 981 	 5,6 	  
10:10 21.12.2019 	 1,41 	 1,82 	 1 	 3 	 316 	 982 	 6,9 	  
10:00 21.12.2019 	 1,34 	 1,72 	 1 	 3 	 150 	 982 	 6,2 	  
09:50 21.12.2019 	 1,27 	 1,65 	 1 	 3 	 146 	 981 	 6,1 	  
09:40 21.12.2019 	 1,21 	 1,66 	 3 	 5 	 329 	 981 	 6,9 	  
09:30 21.12.2019 	 1,16 	 1,61 	 3 	 6 	 311 	 982 	 7,3 	  
