 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
06:10 25.12.2019 	 0,88 	 0,83 	 11 	 13 	 188 	 1014 	 1,8 	  
06:00 25.12.2019 	 0,82 	 0,78 	 10 	 12 	 181 	 1014 	 1,5 	  
05:50 25.12.2019 	 0,76 	 0,74 	 10 	 12 	 186 	 1013 	 1,5 	  
05:40 25.12.2019 	 0,7 	 0,69 	 10 	 12 	 188 	 1013 	 1,5 	  
05:30 25.12.2019 	 0,65 	 0,64 	 11 	 12 	 185 	 1013 	 1,6 	  
05:20 25.12.2019 	 0,6 	 0,59 	 10 	 12 	 177 	 1013 	 1,3 	  
05:10 25.12.2019 	 0,54 	 0,55 	 10 	 12 	 172 	 1013 	 1,2 	  
05:00 25.12.2019 	 0,5 	 0,49 	 9 	 10 	 169 	 1013 	 1,2 	  
04:50 25.12.2019 	 0,45 	 0,46 	 7 	 11 	 164 	 1013 	 1,2 	  
04:40 25.12.2019 	 0,41 	 0,41 	 7 	 8 	 154 	 1013 	 0,6 	  
04:30 25.12.2019 	 0,37 	 0,37 	 8 	 10 	 161 	 1013 	 0,8 	  
04:20 25.12.2019 	 0,34 	 0,33 	 10 	 11 	 173 	 1013 	 1,2 	  
04:10 25.12.2019 	 0,31 	 0,29 	 10 	 13 	 183 	 1012 	 1,4 	  
04:00 25.12.2019 	 0,28 	 0,26 	 11 	 13 	 188 	 1012 	 1,7 	  
03:50 25.12.2019 	 0,26 	 0,23 	 11 	 13 	 191 	 1012 	 1,7 	  
03:40 25.12.2019 	 0,25 	 0,21 	 10 	 12 	 190 	 1012 	 1,6 	  
03:30 25.12.2019 	 0,24 	 0,19 	 9 	 11 	 187 	 1012 	 1,8 	  
03:20 25.12.2019 	 0,23 	 0,17 	 8 	 10 	 180 	 1012 	 1,8 	  
03:10 25.12.2019 	 0,23 	 0,17 	 6 	 8 	 169 	 1012 	 1,7 	  
03:00 25.12.2019 	 0,24 	 0,17 	 8 	 10 	 174 	 1012 	 1,8 	  
02:50 25.12.2019 	 0,24 	 0,18 	 8 	 9 	 176 	 1012 	 1,8 	  
02:40 25.12.2019 	 0,26 	 0,19 	 7 	 8 	 171 	 1012 	 1,7 	  
02:30 25.12.2019 	 0,28 	 0,22 	 6 	 8 	 176 	 1012 	 1,7 	  
02:20 25.12.2019 	 0,3 	 0,26 	 6 	 7 	 172 	 1012 	 1,5 	  
02:10 25.12.2019 	 0,33 	 0,29 	 5 	 7 	 157 	 1012 	 1,3 	  
02:00 25.12.2019 	 0,36 	 0,31 	 5 	 7 	 150 	 1012 	 0,8 	  
01:50 25.12.2019 	 0,39 	 0,36 	 6 	 7 	 164 	 1012 	 1,4 	  
01:40 25.12.2019 	 0,43 	 0,41 	 6 	 8 	 167 	 1012 	 1,4 	  
01:30 25.12.2019 	 0,47 	 0,46 	 7 	 8 	 166 	 1011 	 1,4 	  
01:20 25.12.2019 	 0,52 	 0,5 	 7 	 11 	 163 	 1011 	 1 	  
01:10 25.12.2019 	 0,56 	 0,55 	 7 	 10 	 169 	 1011 	 1,4 	  
01:00 25.12.2019 	 0,61 	 0,6 	 6 	 9 	 164 	 1011 	 1,3 	  
00:50 25.12.2019 	 0,66 	 0,64 	 6 	 8 	 151 	 1011 	 0,6 	  
00:40 25.12.2019 	 0,72 	 0,67 	 5 	 6 	 159 	 1011 	 0,9 	  
00:30 25.12.2019 	 0,77 	 0,72 	 3 	 6 	 150 	 1011 	 0,5 	  
00:20 25.12.2019 	 0,82 	 0,76 	 4 	 5 	 154 	 1011 	 0,6 	  
00:10 25.12.2019 	 0,88 	 0,79 	 4 	 6 	 158 	 1011 	 0,9 	  
00:00 25.12.2019 	 0,93 	 0,83 	 5 	 6 	 155 	 1011 	 0,3 	  
23:50 24.12.2019 	 0,98 	 0,87 	 5 	 7 	 165 	 1011 	 1,2 	  
23:40 24.12.2019 	 1,03 	 0,91 	 6 	 8 	 163 	 1010 	 1 	  
23:30 24.12.2019 	 1,08 	 0,94 	 3 	 6 	 160 	 1010 	 0,5 	  
23:20 24.12.2019 	 1,13 	 0,97 	 2 	 2 	 144 	 1010 	 -0,5 	  
23:10 24.12.2019 	 1,17 	 1,01 	 2 	 3 	 121 	 1010 	 -0,5 	  
23:00 24.12.2019 	 1,22 	 1,04 	 4 	 5 	 157 	 1010 	 0,1 	  
22:50 24.12.2019 	 1,26 	 1,08 	 4 	 5 	 176 	 1010 	 0,4 	  
22:40 24.12.2019 	 1,3 	 1,11 	 4 	 5 	 187 	 1010 	 0,6 	  
22:30 24.12.2019 	 1,33 	 1,13 	 2 	 3 	 158 	 1010 	 0 	  
22:20 24.12.2019 	 1,36 	 1,16 	 1 	 2 	 133 	 1010 	 -0,3 	  
22:10 24.12.2019 	 1,39 	 1,19 	 2 	 2 	 141 	 1010 	 -0,2 	  
22:00 24.12.2019 	 1,42 	 1,22 	 1 	 2 	 144 	 1010 	 -0,8 	  
21:50 24.12.2019 	 1,44 	 1,25 	 1 	 2 	 160 	 1009 	 -0,8 	  
21:40 24.12.2019 	 1,45 	 1,26 	 2 	 2 	 156 	 1009 	 -0,6 	  
21:30 24.12.2019 	 1,47 	 1,27 	 2 	 3 	 138 	 1009 	 -0,1 	  
21:20 24.12.2019 	 1,48 	 1,29 	 3 	 3 	 137 	 1009 	 -0,3 	  
21:10 24.12.2019 	 1,48 	 1,28 	 3 	 4 	 139 	 1009 	 -1,1 	  
21:00 24.12.2019 	 1,48 	 1,3 	 3 	 4 	 142 	 1009 	 -1,1 	  
20:50 24.12.2019 	 1,48 	 1,29 	 3 	 4 	 146 	 1009 	 -1 	  
20:40 24.12.2019 	 1,47 	 1,27 	 3 	 4 	 138 	 1009 	 -0,8 	  
20:30 24.12.2019 	 1,46 	 1,25 	 3 	 4 	 135 	 1009 	 -0,7 	  
20:20 24.12.2019 	 1,44 	 1,23 	 3 	 4 	 135 	 1009 	 -1,4 	  
20:10 24.12.2019 	 1,42 	 1,21 	 3 	 4 	 143 	 1009 	 -1,4 	  
20:00 24.12.2019 	 1,4 	 1,17 	 3 	 4 	 145 	 1009 	 -2 	  
19:50 24.12.2019 	 1,38 	 1,14 	 3 	 4 	 138 	 1008 	 -1,7 	  
19:40 24.12.2019 	 1,34 	 1,12 	 3 	 4 	 135 	 1008 	 -1,7 	  
19:30 24.12.2019 	 1,31 	 1,08 	 3 	 4 	 136 	 1008 	 -2,2 	  
19:20 24.12.2019 	 1,27 	 1,05 	 2 	 3 	 132 	 1008 	 -1,9 	  
19:10 24.12.2019 	 1,23 	 1,02 	 2 	 3 	 123 	 1008 	 -1,7 	  
19:00 24.12.2019 	 1,19 	 1 	 3 	 4 	 126 	 1008 	 -1,4 	  
18:50 24.12.2019 	 1,14 	 0,95 	 3 	 4 	 130 	 1008 	 -1,8 	  
18:40 24.12.2019 	 1,09 	 0,92 	 3 	 4 	 136 	 1008 	 -3 	  
18:30 24.12.2019 	 1,04 	 0,89 	 3 	 4 	 135 	 1008 	 -2,7 	  
18:20 24.12.2019 	 0,99 	 0,86 	 2 	 3 	 130 	 1007 	 -2,8 	  
18:10 24.12.2019 	 0,94 	 0,82 	 2 	 3 	 120 	 1007 	 -2,1 	  
18:00 24.12.2019 	 0,88 	 0,77 	 2 	 2 	 122 	 1007 	 -2,5 	  
17:50 24.12.2019 	 0,83 	 0,75 	 2 	 2 	 110 	 1007 	 -2 	  
17:40 24.12.2019 	 0,77 	 0,71 	 2 	 3 	 115 	 1007 	 -2,2 	  
17:30 24.12.2019 	 0,72 	 0,66 	 2 	 3 	 120 	 1007 	 -2,6 	  
17:20 24.12.2019 	 0,67 	 0,62 	 2 	 3 	 118 	 1007 	 -2,8 	  
17:10 24.12.2019 	 0,62 	 0,57 	 2 	 3 	 120 	 1007 	 -2,1 	  
17:00 24.12.2019 	 0,57 	 0,53 	 3 	 3 	 123 	 1007 	 -2,5 	  
16:50 24.12.2019 	 0,52 	 0,48 	 3 	 4 	 142 	 1007 	 -2,8 	  
16:40 24.12.2019 	 0,48 	 0,43 	 2 	 3 	 142 	 1007 	 -3 	  
16:30 24.12.2019 	 0,44 	 0,39 	 2 	 3 	 123 	 1007 	 -2,4 	  
16:20 24.12.2019 	 0,4 	 0,35 	 2 	 2 	 116 	 1006 	 -2 	  
16:10 24.12.2019 	 0,36 	 0,29 	 2 	 3 	 113 	 1006 	 -2,1 	  
16:00 24.12.2019 	 0,34 	 0,25 	 2 	 3 	 123 	 1006 	 -2,3 	  
15:50 24.12.2019 	 0,31 	 0,21 	 2 	 2 	 126 	 1006 	 -2,4 	  
15:40 24.12.2019 	 0,29 	 0,18 	 2 	 2 	 123 	 1006 	 -2,1 	  
15:30 24.12.2019 	 0,27 	 0,15 	 2 	 3 	 120 	 1006 	 -1,8 	  
15:20 24.12.2019 	 0,26 	 0,12 	 3 	 3 	 127 	 1006 	 -2 	  
15:10 24.12.2019 	 0,26 	 0,1 	 3 	 4 	 136 	 1006 	 -2,5 	  
15:00 24.12.2019 	 0,25 	 0,09 	 3 	 4 	 139 	 1006 	 -3,5 	  
14:50 24.12.2019 	 0,26 	 0,07 	 2 	 3 	 137 	 1006 	 -3,2 	  
14:40 24.12.2019 	 0,26 	 0,08 	 1 	 2 	 139 	 1006 	 -2,1 	  
14:30 24.12.2019 	 0,28 	 0,08 	 1 	 2 	 117 	 1005 	 -2,2 	  
14:20 24.12.2019 	 0,3 	 0,1 	 2 	 3 	 117 	 1005 	 -2,3 	  
14:10 24.12.2019 	 0,32 	 0,11 	 2 	 3 	 122 	 1005 	 -2,6 	  
14:00 24.12.2019 	 0,34 	 0,15 	 2 	 3 	 131 	 1005 	 -2,7 	  
13:50 24.12.2019 	 0,38 	 0,18 	 3 	 3 	 137 	 1005 	 -3,3 	  
13:40 24.12.2019 	 0,41 	 0,22 	 3 	 3 	 145 	 1005 	 -2,4 	  
13:30 24.12.2019 	 0,45 	 0,27 	 3 	 3 	 138 	 1005 	 -2,4 	  
13:20 24.12.2019 	 0,49 	 0,32 	 3 	 3 	 142 	 1005 	 -2,8 	  
13:10 24.12.2019 	 0,53 	 0,36 	 3 	 3 	 126 	 1005 	 -3,1 	  
13:00 24.12.2019 	 0,58 	 0,42 	 2 	 3 	 160 	 1005 	 -3 	  
12:50 24.12.2019 	 0,63 	 0,47 	 1 	 2 	 143 	 1005 	 -1,7 	  
12:40 24.12.2019 	 0,68 	 0,52 	 2 	 3 	 110 	 1005 	 -2 	  
12:30 24.12.2019 	 0,73 	 0,57 	 2 	 3 	 130 	 1005 	 -2,4 	  
12:20 24.12.2019 	 0,79 	 0,61 	 3 	 3 	 132 	 1005 	 -1,9 	  
12:10 24.12.2019 	 0,84 	 0,66 	 3 	 3 	 131 	 1005 	 -2,2 	  
12:00 24.12.2019 	 0,9 	 0,72 	 2 	 3 	 136 	 1005 	 -2,4 	  
11:50 24.12.2019 	 0,95 	 0,77 	 1 	 2 	 108 	 1004 	 -1,8 	  
11:40 24.12.2019 	 1 	 0,81 	 1 	 2 	 123 	 1004 	 -2,4 	  
11:30 24.12.2019 	 1,06 	 0,87 	 2 	 2 	 141 	 1004 	 -1,9 	  
11:20 24.12.2019 	 1,11 	 0,92 	 2 	 3 	 119 	 1004 	 -1,2 	  
11:10 24.12.2019 	 1,16 	 0,97 	 2 	 3 	 104 	 1004 	 -1,7 	  
11:00 24.12.2019 	 1,21 	 1,02 	 1 	 2 	 128 	 1004 	 -1,9 	  
10:50 24.12.2019 	 1,26 	 1,06 	 1 	 1 	 109 	 1004 	 -1,9 	  
10:40 24.12.2019 	 1,3 	 1,11 	 2 	 3 	 115 	 1004 	 -1,6 	  
10:30 24.12.2019 	 1,34 	 1,15 	 2 	 3 	 131 	 1004 	 -2 	  
10:20 24.12.2019 	 1,38 	 1,19 	 3 	 4 	 130 	 1004 	 -2,3 	  
10:10 24.12.2019 	 1,42 	 1,22 	 4 	 5 	 138 	 1004 	 -2,3 	  
10:00 24.12.2019 	 1,45 	 1,27 	 4 	 5 	 142 	 1004 	 -1,9 	  
09:50 24.12.2019 	 1,48 	 1,3 	 3 	 5 	 139 	 1004 	 -2,1 	  
09:40 24.12.2019 	 1,5 	 1,33 	 0 	 1 	 133 	 1003 	 -2,2 	  
09:30 24.12.2019 	 1,52 	 1,36 	 0 	 1 	 43 	 1003 	 -2,7 	  
09:20 24.12.2019 	 1,54 	 1,39 	 1 	 1 	 45 	 1003 	 -3,2 	  
09:10 24.12.2019 	 1,55 	 1,42 	 1 	 1 	 34 	 1003 	 -3,4 	  
09:00 24.12.2019 	 1,56 	 1,43 	 0 	 1 	 68 	 1003 	 -3 	  
08:50 24.12.2019 	 1,56 	 1,44 	 1 	 3 	 91 	 1003 	 -1,9 	  
08:40 24.12.2019 	 1,56 	 1,45 	 3 	 4 	 112 	 1003 	 -1,5 	  
08:30 24.12.2019 	 1,56 	 1,44 	 2 	 3 	 137 	 1003 	 -2,9 	  
08:20 24.12.2019 	 1,55 	 1,43 	 2 	 2 	 115 	 1003 	 -2 	  
08:10 24.12.2019 	 1,54 	 1,42 	 2 	 3 	 101 	 1002 	 -2,6 	  
08:00 24.12.2019 	 1,52 	 1,39 	 1 	 3 	 133 	 1002 	 -3,3 	  
07:50 24.12.2019 	 1,5 	 1,37 	 1 	 1 	 137 	 1002 	 -2,1 	  
07:40 24.12.2019 	 1,48 	 1,34 	 1 	 1 	 93 	 1003 	 -2,4 	  
07:30 24.12.2019 	 1,45 	 1,31 	 1 	 1 	 68 	 1002 	 -2,9 	  
07:20 24.12.2019 	 1,42 	 1,28 	 2 	 2 	 130 	 1002 	 -2 	  
07:10 24.12.2019 	 1,38 	 1,24 	 2 	 3 	 127 	 1002 	 -3 	  
07:00 24.12.2019 	 1,34 	 1,21 	 1 	 2 	 169 	 1002 	 -2,8 	  
06:50 24.12.2019 	 1,3 	 1,16 	 0 	 1 	 47 	 1002 	 -3,3 	  
06:40 24.12.2019 	 1,26 	 1,12 	 0 	 1 	 104 	 1002 	 -3,3 	  
06:30 24.12.2019 	 1,21 	 1,09 	 0 	 1 	 115 	 1002 	 -3,1 	  
06:20 24.12.2019 	 1,16 	 1,05 	 0 	 1 	 114 	 1002 	 -2,4 	  
06:10 24.12.2019 	 1,11 	 1,02 	 0 	 1 	 106 	 1002 	 -2,7 	  
06:00 24.12.2019 	 1,06 	 0,98 	 1 	 1 	 103 	 1001 	 -2,3 	  
05:50 24.12.2019 	 1 	 0,95 	 1 	 2 	 96 	 1002 	 -2,1 	  
05:40 24.12.2019 	 0,95 	 0,9 	 1 	 1 	 124 	 1002 	 -2,4 	  
05:30 24.12.2019 	 0,9 	 0,87 	 0 	 0 	 96 	 1002 	 -2,3 	  
05:20 24.12.2019 	 0,84 	 0,82 	 0 	 1 	 96 	 1001 	 -2,7 	  
05:10 24.12.2019 	 0,79 	 0,79 	 0 	 1 	 122 	 1001 	 -2,1 	  
05:00 24.12.2019 	 0,74 	 0,74 	 0 	 1 	 143 	 1001 	 -1,5 	  
04:50 24.12.2019 	 0,68 	 0,69 	 0 	 1 	 140 	 1001 	 -1,1 	  
04:40 24.12.2019 	 0,63 	 0,64 	 1 	 1 	 149 	 1001 	 -1 	  
04:30 24.12.2019 	 0,58 	 0,6 	 1 	 1 	 118 	 1001 	 -0,7 	  
04:20 24.12.2019 	 0,54 	 0,54 	 2 	 2 	 120 	 1001 	 -0,9 	  
04:10 24.12.2019 	 0,5 	 0,51 	 1 	 2 	 91 	 1001 	 -0,9 	  
04:00 24.12.2019 	 0,46 	 0,47 	 1 	 1 	 92 	 1001 	 -0,7 	  
03:50 24.12.2019 	 0,42 	 0,43 	 0 	 1 	 116 	 1001 	 -0,9 	  
03:40 24.12.2019 	 0,38 	 0,41 	 1 	 2 	 108 	 1001 	 -0,5 	  
03:30 24.12.2019 	 0,36 	 0,38 	 2 	 3 	 117 	 1001 	 -0,5 	  
03:20 24.12.2019 	 0,33 	 0,35 	 2 	 2 	 118 	 1001 	 -0,6 	  
03:10 24.12.2019 	 0,31 	 0,33 	 1 	 2 	 122 	 1001 	 -0,8 	  
03:00 24.12.2019 	 0,29 	 0,3 	 1 	 2 	 150 	 1001 	 -0,8 	  
02:50 24.12.2019 	 0,28 	 0,28 	 0 	 2 	 52 	 1001 	 -1,3 	  
02:40 24.12.2019 	 0,27 	 0,28 	 2 	 3 	 98 	 1001 	 -0,6 	  
02:30 24.12.2019 	 0,27 	 0,26 	 3 	 3 	 118 	 1001 	 -0,9 	  
02:20 24.12.2019 	 0,27 	 0,26 	 3 	 3 	 124 	 1001 	 -1,2 	  
02:10 24.12.2019 	 0,28 	 0,28 	 3 	 4 	 130 	 1001 	 -1,3 	  
02:00 24.12.2019 	 0,29 	 0,29 	 2 	 4 	 140 	 1001 	 -1,1 	  
01:50 24.12.2019 	 0,3 	 0,3 	 3 	 4 	 163 	 1001 	 0,3 	  
01:40 24.12.2019 	 0,32 	 0,32 	 3 	 4 	 179 	 1001 	 0,4 	  
01:30 24.12.2019 	 0,34 	 0,34 	 1 	 2 	 163 	 1001 	 -0,9 	  
01:20 24.12.2019 	 0,37 	 0,36 	 0 	 1 	 163 	 1001 	 -0,4 	  
01:10 24.12.2019 	 0,4 	 0,4 	 0 	 1 	 97 	 1001 	 -0,8 	  
01:00 24.12.2019 	 0,43 	 0,43 	 1 	 2 	 97 	 1001 	 -0,6 	  
00:50 24.12.2019 	 0,47 	 0,46 	 1 	 2 	 131 	 1001 	 -0,5 	  
00:40 24.12.2019 	 0,51 	 0,51 	 1 	 1 	 149 	 1001 	 -0,4 	  
00:30 24.12.2019 	 0,55 	 0,55 	 1 	 1 	 122 	 1001 	 -0,4 	  
00:20 24.12.2019 	 0,6 	 0,59 	 0 	 1 	 96 	 1001 	 -0,5 	  
00:10 24.12.2019 	 0,64 	 0,62 	 1 	 1 	 109 	 1001 	 -0,6 	  
00:00 24.12.2019 	 0,69 	 0,66 	 1 	 1 	 112 	 1001 	 -0,7 	  
23:50 23.12.2019 	 0,74 	 0,72 	 0 	 1 	 119 	 1001 	 -0,5 	  
23:40 23.12.2019 	 0,78 	 0,76 	 0 	 0 	 75 	 1001 	 -0,4 	  
23:30 23.12.2019 	 0,84 	 0,79 	 0 	 1 	 100 	 1001 	 -0,1 	  
23:20 23.12.2019 	 0,88 	 0,84 	 0 	 1 	 122 	 1001 	 -0,3 	  
23:10 23.12.2019 	 0,93 	 0,88 	 0 	 1 	 92 	 1001 	 -0,5 	  
23:00 23.12.2019 	 0,98 	 0,92 	 1 	 1 	 92 	 1001 	 -0,2 	  
22:50 23.12.2019 	 1,03 	 0,95 	 1 	 2 	 113 	 1001 	 -0,1 	  
22:40 23.12.2019 	 1,08 	 1 	 1 	 2 	 133 	 1001 	 -0,3 	  
22:30 23.12.2019 	 1,12 	 1,03 	 1 	 2 	 139 	 1001 	 0,1 	  
22:20 23.12.2019 	 1,16 	 1,07 	 0 	 1 	 115 	 1001 	 0,3 	  
22:10 23.12.2019 	 1,2 	 1,1 	 1 	 2 	 51 	 1001 	 0,3 	  
22:00 23.12.2019 	 1,24 	 1,14 	 1 	 2 	 38 	 1001 	 -0,2 	  
21:50 23.12.2019 	 1,27 	 1,17 	 2 	 2 	 7 	 1001 	 -0,3 	  
21:40 23.12.2019 	 1,3 	 1,21 	 1 	 2 	 21 	 1001 	 -0,7 	  
21:30 23.12.2019 	 1,34 	 1,23 	 1 	 1 	 32 	 1001 	 -0,7 	  
21:20 23.12.2019 	 1,36 	 1,26 	 1 	 2 	 67 	 1001 	 -0,8 	  
21:10 23.12.2019 	 1,38 	 1,29 	 1 	 2 	 111 	 1000 	 -0,1 	  
21:00 23.12.2019 	 1,4 	 1,32 	 1 	 3 	 82 	 1000 	 0,1 	  
20:50 23.12.2019 	 1,42 	 1,33 	 2 	 3 	 98 	 1000 	 0,2 	  
20:40 23.12.2019 	 1,43 	 1,33 	 1 	 1 	 113 	 1000 	 0,2 	  
20:30 23.12.2019 	 1,44 	 1,34 	 1 	 2 	 136 	 1000 	 0,2 	  
20:20 23.12.2019 	 1,44 	 1,34 	 1 	 1 	 117 	 1000 	 0,1 	  
20:10 23.12.2019 	 1,44 	 1,34 	 1 	 2 	 88 	 1000 	 -0,1 	  
20:00 23.12.2019 	 1,44 	 1,35 	 2 	 3 	 118 	 1000 	 -0,4 	  
19:50 23.12.2019 	 1,44 	 1,33 	 3 	 3 	 153 	 1000 	 0,1 	  
19:40 23.12.2019 	 1,42 	 1,33 	 2 	 3 	 151 	 1000 	 0,1 	  
19:30 23.12.2019 	 1,41 	 1,32 	 2 	 3 	 129 	 1000 	 0 	  
19:20 23.12.2019 	 1,39 	 1,3 	 4 	 6 	 157 	 1000 	 0,3 	  
19:10 23.12.2019 	 1,37 	 1,27 	 6 	 8 	 166 	 1000 	 0,5 	  
19:00 23.12.2019 	 1,34 	 1,25 	 7 	 8 	 167 	 1000 	 0,6 	  
18:50 23.12.2019 	 1,32 	 1,22 	 8 	 10 	 177 	 1000 	 0,3 	  
18:40 23.12.2019 	 1,28 	 1,21 	 8 	 9 	 185 	 1000 	 0,5 	  
18:30 23.12.2019 	 1,25 	 1,17 	 8 	 10 	 188 	 1000 	 0,5 	  
18:20 23.12.2019 	 1,21 	 1,14 	 8 	 10 	 187 	 1000 	 0,6 	  
18:10 23.12.2019 	 1,17 	 1,12 	 7 	 8 	 178 	 1000 	 1,1 	  
18:00 23.12.2019 	 1,13 	 1,08 	 4 	 7 	 165 	 1000 	 1,1 	  
17:50 23.12.2019 	 1,08 	 1,06 	 5 	 6 	 172 	 999 	 1,3 	  
17:40 23.12.2019 	 1,04 	 1,02 	 3 	 5 	 169 	 999 	 1,2 	  
17:30 23.12.2019 	 0,98 	 0,99 	 3 	 4 	 143 	 999 	 0,6 	  
17:20 23.12.2019 	 0,94 	 0,97 	 4 	 6 	 161 	 999 	 0,8 	  
17:10 23.12.2019 	 0,89 	 0,92 	 6 	 7 	 175 	 999 	 0,8 	  
17:00 23.12.2019 	 0,84 	 0,89 	 6 	 7 	 172 	 999 	 0,8 	  
16:50 23.12.2019 	 0,79 	 0,87 	 5 	 6 	 165 	 999 	 0,9 	  
16:40 23.12.2019 	 0,74 	 0,82 	 4 	 5 	 158 	 999 	 0,8 	  
16:30 23.12.2019 	 0,69 	 0,79 	 5 	 6 	 166 	 999 	 0,8 	  
16:20 23.12.2019 	 0,64 	 0,74 	 5 	 6 	 164 	 999 	 0,8 	  
16:10 23.12.2019 	 0,6 	 0,7 	 6 	 8 	 179 	 999 	 1,3 	  
16:00 23.12.2019 	 0,56 	 0,66 	 7 	 8 	 174 	 999 	 1,1 	  
15:50 23.12.2019 	 0,52 	 0,61 	 7 	 8 	 178 	 999 	 1 	  
15:40 23.12.2019 	 0,48 	 0,56 	 7 	 8 	 184 	 999 	 1,2 	  
15:30 23.12.2019 	 0,45 	 0,53 	 8 	 9 	 178 	 999 	 1,3 	  
15:20 23.12.2019 	 0,42 	 0,49 	 5 	 9 	 139 	 999 	 1,9 	  
15:10 23.12.2019 	 0,39 	 0,45 	 1 	 4 	 87 	 999 	 1,9 	  
15:00 23.12.2019 	 0,37 	 0,41 	 2 	 5 	 69 	 999 	 2,2 	  
14:50 23.12.2019 	 0,35 	 0,38 	 1 	 3 	 247 	 999 	 2,5 	  
14:40 23.12.2019 	 0,34 	 0,35 	 2 	 6 	 330 	 999 	 2,4 	  
14:30 23.12.2019 	 0,32 	 0,31 	 2 	 7 	 345 	 999 	 2 	  
14:20 23.12.2019 	 0,32 	 0,28 	 3 	 4 	 338 	 1000 	 2 	  
14:10 23.12.2019 	 0,32 	 0,25 	 1 	 5 	 308 	 1000 	 2 	  
14:00 23.12.2019 	 0,32 	 0,25 	 3 	 5 	 5 	 1000 	 1,9 	  
13:50 23.12.2019 	 0,32 	 0,24 	 3 	 6 	 4 	 1000 	 1,8 	  
13:40 23.12.2019 	 0,34 	 0,25 	 3 	 6 	 0 	 1000 	 1,8 	  
13:30 23.12.2019 	 0,35 	 0,26 	 5 	 8 	 4 	 1000 	 1,7 	  
13:20 23.12.2019 	 0,37 	 0,28 	 6 	 9 	 5 	 1000 	 1,6 	  
13:10 23.12.2019 	 0,4 	 0,29 	 6 	 9 	 14 	 1000 	 1,5 	  
13:00 23.12.2019 	 0,42 	 0,32 	 7 	 10 	 18 	 1000 	 1,6 	  
12:50 23.12.2019 	 0,45 	 0,36 	 7 	 10 	 24 	 1000 	 1,7 	  
12:40 23.12.2019 	 0,48 	 0,39 	 8 	 11 	 30 	 1000 	 1,8 	  
12:30 23.12.2019 	 0,52 	 0,43 	 9 	 12 	 36 	 1000 	 1,9 	  
12:20 23.12.2019 	 0,56 	 0,47 	 9 	 13 	 41 	 1000 	 1,9 	  
12:10 23.12.2019 	 0,6 	 0,52 	 9 	 13 	 41 	 1000 	 2 	  
12:00 23.12.2019 	 0,65 	 0,57 	 9 	 13 	 44 	 1000 	 2 	  
11:50 23.12.2019 	 0,69 	 0,63 	 9 	 15 	 44 	 1000 	 2,1 	  
11:40 23.12.2019 	 0,74 	 0,66 	 9 	 14 	 44 	 1000 	 2,1 	  
11:30 23.12.2019 	 0,79 	 0,71 	 10 	 14 	 44 	 1000 	 2 	  
11:20 23.12.2019 	 0,84 	 0,75 	 10 	 15 	 45 	 1000 	 2,1 	  
11:10 23.12.2019 	 0,89 	 0,8 	 10 	 15 	 45 	 1000 	 2,2 	  
11:00 23.12.2019 	 0,94 	 0,85 	 9 	 15 	 43 	 1000 	 2 	  
10:50 23.12.2019 	 0,98 	 0,89 	 10 	 14 	 42 	 1000 	 1,9 	  
10:40 23.12.2019 	 1,03 	 0,94 	 10 	 16 	 45 	 1000 	 2 	  
10:30 23.12.2019 	 1,08 	 0,96 	 9 	 14 	 43 	 1000 	 2 	  
10:20 23.12.2019 	 1,12 	 0,99 	 9 	 13 	 47 	 1001 	 2 	  
10:10 23.12.2019 	 1,17 	 1,04 	 10 	 14 	 40 	 1001 	 1,9 	  
10:00 23.12.2019 	 1,21 	 1,08 	 10 	 14 	 45 	 1001 	 2 	  
09:50 23.12.2019 	 1,25 	 1,13 	 9 	 14 	 45 	 1001 	 1,8 	  
09:40 23.12.2019 	 1,28 	 1,16 	 10 	 15 	 43 	 1001 	 1,9 	  
09:30 23.12.2019 	 1,32 	 1,21 	 11 	 16 	 41 	 1001 	 1,9 	  
09:20 23.12.2019 	 1,35 	 1,23 	 11 	 16 	 40 	 1000 	 1,9 	  
09:10 23.12.2019 	 1,38 	 1,26 	 11 	 17 	 37 	 1001 	 1,9 	  
09:00 23.12.2019 	 1,4 	 1,29 	 11 	 16 	 42 	 1000 	 1,8 	  
08:50 23.12.2019 	 1,42 	 1,33 	 13 	 20 	 50 	 1000 	 1,8 	  
08:40 23.12.2019 	 1,44 	 1,36 	 14 	 18 	 59 	 1000 	 1,9 	  
08:30 23.12.2019 	 1,46 	 1,38 	 14 	 19 	 63 	 1000 	 1,9 	  
08:20 23.12.2019 	 1,47 	 1,41 	 15 	 19 	 59 	 999 	 1,9 	  
08:10 23.12.2019 	 1,48 	 1,42 	 14 	 20 	 62 	 999 	 1,7 	  
08:00 23.12.2019 	 1,48 	 1,44 	 15 	 21 	 60 	 999 	 1,5 	  
07:50 23.12.2019 	 1,48 	 1,42 	 16 	 22 	 61 	 999 	 1,6 	  
07:40 23.12.2019 	 1,48 	 1,41 	 15 	 21 	 63 	 999 	 1,6 	  
07:30 23.12.2019 	 1,47 	 1,4 	 15 	 20 	 64 	 999 	 1,6 	  
07:20 23.12.2019 	 1,46 	 1,37 	 15 	 20 	 64 	 999 	 1,5 	  
