 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
22:50 25.12.2019 	 1,36 	 1,18 	 2 	 3 	 153 	 1018 	 -0,3 	  
22:40 25.12.2019 	 1,47 	 1,31 	 2 	 3 	 193 	 1018 	 -0,1 	  
22:30 25.12.2019 	 1,6 	 1,41 	 2 	 4 	 201 	 1018 	 -0,2 	  
22:20 25.12.2019 	 1,73 	 1,52 	 1 	 2 	 177 	 1018 	 0 	  
22:10 25.12.2019 	 1,86 	 1,67 	 1 	 2 	 212 	 1018 	 -0,1 	  
22:00 25.12.2019 	 2 	 1,8 	 1 	 2 	 235 	 1019 	 -0,2 	  
21:50 25.12.2019 	 2,13 	 1,92 	 2 	 2 	 239 	 1018 	 -0,1 	  
21:40 25.12.2019 	 2,27 	 2,05 	 1 	 2 	 243 	 1018 	 -0,3 	  
21:30 25.12.2019 	 2,41 	 2,2 	 1 	 2 	 137 	 1019 	 0,1 	  
21:20 25.12.2019 	 2,55 	 2,32 	 1 	 3 	 101 	 1019 	 0,1 	  
21:10 25.12.2019 	 2,68 	 2,48 	 2 	 4 	 203 	 1019 	 -0,3 	  
21:00 25.12.2019 	 2,81 	 2,61 	 3 	 4 	 223 	 1019 	 0,3 	  
20:50 25.12.2019 	 2,94 	 2,74 	 3 	 4 	 227 	 1019 	 0,5 	  
20:40 25.12.2019 	 3,06 	 2,86 	 2 	 3 	 224 	 1019 	 0,3 	  
20:30 25.12.2019 	 3,18 	 3 	 2 	 3 	 221 	 1019 	 0,6 	  
20:20 25.12.2019 	 3,29 	 3,12 	 1 	 1 	 198 	 1019 	 0,7 	  
20:10 25.12.2019 	 3,39 	 3,23 	 1 	 2 	 207 	 1019 	 0,6 	  
20:00 25.12.2019 	 3,49 	 3,33 	 2 	 2 	 183 	 1019 	 0,5 	  
19:50 25.12.2019 	 3,58 	 3,42 	 2 	 3 	 238 	 1019 	 0,8 	  
19:40 25.12.2019 	 3,65 	 3,5 	 2 	 3 	 228 	 1019 	 1 	  
19:30 25.12.2019 	 3,72 	 3,57 	 2 	 3 	 221 	 1019 	 1 	  
19:20 25.12.2019 	 3,79 	 3,64 	 2 	 3 	 214 	 1019 	 1,1 	  
19:10 25.12.2019 	 3,84 	 3,68 	 2 	 4 	 197 	 1019 	 1,1 	  
19:00 25.12.2019 	 3,88 	 3,71 	 2 	 4 	 194 	 1019 	 0,9 	  
18:50 25.12.2019 	 3,91 	 3,74 	 1 	 3 	 222 	 1018 	 1,2 	  
18:40 25.12.2019 	 3,93 	 3,76 	 2 	 3 	 217 	 1018 	 1,2 	  
18:30 25.12.2019 	 3,93 	 3,77 	 3 	 4 	 225 	 1018 	 1,2 	  
18:20 25.12.2019 	 3,93 	 3,77 	 3 	 3 	 230 	 1018 	 1,3 	  
18:10 25.12.2019 	 3,92 	 3,75 	 3 	 4 	 234 	 1018 	 1,3 	  
18:00 25.12.2019 	 3,89 	 3,73 	 3 	 4 	 225 	 1018 	 0,9 	  
17:50 25.12.2019 	 3,86 	 3,72 	 2 	 3 	 227 	 1018 	 0,5 	  
17:40 25.12.2019 	 3,81 	 3,69 	 1 	 3 	 206 	 1018 	 0,4 	  
17:30 25.12.2019 	 3,76 	 3,63 	 2 	 4 	 190 	 1018 	 0,5 	  
17:20 25.12.2019 	 3,69 	 3,53 	 1 	 2 	 195 	 1018 	 0,6 	  
17:10 25.12.2019 	 3,61 	 3,48 	 2 	 3 	 190 	 1018 	 0,6 	  
17:00 25.12.2019 	 3,53 	 3,42 	 1 	 2 	 129 	 1018 	 1 	  
16:50 25.12.2019 	 3,43 	 3,31 	 1 	 2 	 347 	 1018 	 1,2 	  
16:40 25.12.2019 	 3,33 	 3,2 	 2 	 4 	 295 	 1018 	 1,4 	  
16:30 25.12.2019 	 3,22 	 3,07 	 2 	 4 	 266 	 1018 	 1,5 	  
16:20 25.12.2019 	 3,1 	 2,96 	 1 	 2 	 193 	 1018 	 1,3 	  
16:10 25.12.2019 	 2,97 	 2,85 	 2 	 3 	 190 	 1018 	 1,5 	  
16:00 25.12.2019 	 2,84 	 2,73 	 1 	 3 	 206 	 1018 	 1,5 	  
15:50 25.12.2019 	 2,71 	 2,59 	 2 	 4 	 277 	 1018 	 1,5 	  
15:40 25.12.2019 	 2,57 	 2,41 	 3 	 5 	 248 	 1018 	 1,5 	  
15:30 25.12.2019 	 2,43 	 2,29 	 3 	 4 	 232 	 1018 	 1,5 	  
15:20 25.12.2019 	 2,29 	 2,15 	 3 	 4 	 244 	 1018 	 1,6 	  
15:10 25.12.2019 	 2,15 	 2,01 	 2 	 4 	 250 	 1018 	 1,8 	  
15:00 25.12.2019 	 2,01 	 1,88 	 2 	 3 	 246 	 1018 	 2 	  
14:50 25.12.2019 	 1,87 	 1,74 	 3 	 4 	 257 	 1018 	 2,1 	  
14:40 25.12.2019 	 1,73 	 1,61 	 3 	 5 	 260 	 1018 	 1,9 	  
14:30 25.12.2019 	 1,6 	 1,49 	 4 	 6 	 273 	 1018 	 1,8 	  
14:20 25.12.2019 	 1,47 	 1,35 	 4 	 6 	 273 	 1018 	 1,8 	  
14:10 25.12.2019 	 1,35 	 1,26 	 3 	 5 	 259 	 1018 	 2,1 	  
14:00 25.12.2019 	 1,24 	 1,14 	 3 	 4 	 241 	 1017 	 2,1 	  
13:50 25.12.2019 	 1,13 	 1,03 	 3 	 4 	 245 	 1017 	 2,1 	  
13:40 25.12.2019 	 1,04 	 0,96 	 3 	 4 	 258 	 1017 	 2,3 	  
13:30 25.12.2019 	 0,95 	 0,88 	 3 	 5 	 270 	 1017 	 2,2 	  
13:20 25.12.2019 	 0,88 	 0,79 	 3 	 5 	 265 	 1018 	 2,3 	  
13:10 25.12.2019 	 0,82 	 0,73 	 2 	 3 	 235 	 1017 	 2,3 	  
13:00 25.12.2019 	 0,77 	 0,72 	 2 	 3 	 270 	 1017 	 2,5 	  
12:50 25.12.2019 	 0,73 	 0,65 	 2 	 4 	 268 	 1017 	 2,4 	  
12:40 25.12.2019 	 0,71 	 0,64 	 3 	 5 	 253 	 1017 	 2,5 	  
12:30 25.12.2019 	 0,7 	 0,66 	 3 	 5 	 249 	 1017 	 2,6 	  
12:20 25.12.2019 	 0,7 	 0,64 	 3 	 5 	 253 	 1017 	 2,5 	  
12:10 25.12.2019 	 0,71 	 0,66 	 4 	 7 	 244 	 1017 	 2,3 	  
12:00 25.12.2019 	 0,74 	 0,71 	 3 	 5 	 255 	 1016 	 2,1 	  
11:50 25.12.2019 	 0,79 	 0,77 	 4 	 6 	 266 	 1016 	 2,4 	  
11:40 25.12.2019 	 0,84 	 0,8 	 3 	 6 	 262 	 1016 	 2,6 	  
11:30 25.12.2019 	 0,91 	 0,84 	 3 	 5 	 278 	 1016 	 2,6 	  
11:20 25.12.2019 	 0,99 	 0,94 	 3 	 6 	 267 	 1016 	 2,7 	  
11:10 25.12.2019 	 1,07 	 1,02 	 4 	 6 	 269 	 1016 	 2,8 	  
11:00 25.12.2019 	 1,17 	 1,12 	 4 	 6 	 270 	 1016 	 2,9 	  
10:50 25.12.2019 	 1,28 	 1,23 	 4 	 6 	 261 	 1016 	 2,8 	  
10:40 25.12.2019 	 1,4 	 1,35 	 4 	 7 	 270 	 1015 	 2,7 	  
10:30 25.12.2019 	 1,52 	 1,46 	 4 	 7 	 276 	 1015 	 2,6 	  
10:20 25.12.2019 	 1,66 	 1,58 	 5 	 9 	 269 	 1015 	 2,4 	  
10:10 25.12.2019 	 1,79 	 1,73 	 4 	 6 	 259 	 1015 	 2,7 	  
10:00 25.12.2019 	 1,93 	 1,87 	 5 	 7 	 254 	 1015 	 2,7 	  
09:50 25.12.2019 	 2,08 	 2 	 6 	 9 	 274 	 1015 	 2,6 	  
09:40 25.12.2019 	 2,22 	 2,16 	 6 	 10 	 276 	 1015 	 3,1 	  
09:30 25.12.2019 	 2,37 	 2,33 	 6 	 9 	 271 	 1014 	 3 	  
09:20 25.12.2019 	 2,52 	 2,46 	 6 	 11 	 252 	 1014 	 3 	  
09:10 25.12.2019 	 2,67 	 2,62 	 5 	 8 	 264 	 1014 	 3,1 	  
09:00 25.12.2019 	 2,81 	 2,77 	 6 	 9 	 273 	 1014 	 3,1 	  
08:50 25.12.2019 	 2,95 	 2,91 	 5 	 8 	 264 	 1014 	 2,9 	  
08:40 25.12.2019 	 3,09 	 3,07 	 5 	 8 	 251 	 1014 	 3,1 	  
08:30 25.12.2019 	 3,22 	 3,2 	 5 	 8 	 259 	 1013 	 3,2 	  
08:20 25.12.2019 	 3,35 	 3,34 	 5 	 9 	 252 	 1013 	 3,3 	  
08:10 25.12.2019 	 3,47 	 3,47 	 4 	 8 	 258 	 1013 	 3,3 	  
08:00 25.12.2019 	 3,59 	 3,59 	 4 	 7 	 261 	 1013 	 3,4 	  
07:50 25.12.2019 	 3,69 	 3,71 	 4 	 8 	 261 	 1013 	 3,2 	  
07:40 25.12.2019 	 3,79 	 3,81 	 4 	 6 	 267 	 1013 	 3,1 	  
07:30 25.12.2019 	 3,88 	 3,9 	 5 	 9 	 262 	 1013 	 3,1 	  
07:20 25.12.2019 	 3,96 	 3,98 	 5 	 8 	 258 	 1012 	 3,1 	  
07:10 25.12.2019 	 4,03 	 4,05 	 5 	 7 	 267 	 1012 	 3 	  
07:00 25.12.2019 	 4,09 	 4,12 	 4 	 6 	 266 	 1012 	 2,9 	  
06:50 25.12.2019 	 4,14 	 4,16 	 4 	 5 	 261 	 1012 	 3 	  
06:40 25.12.2019 	 4,18 	 4,18 	 4 	 6 	 277 	 1012 	 3,1 	  
06:30 25.12.2019 	 4,2 	 4,23 	 5 	 8 	 269 	 1011 	 3,2 	  
06:20 25.12.2019 	 4,22 	 4,25 	 4 	 9 	 258 	 1011 	 3,1 	  
06:10 25.12.2019 	 4,23 	 4,24 	 4 	 8 	 270 	 1011 	 3,2 	  
06:00 25.12.2019 	 4,22 	 4,19 	 6 	 9 	 265 	 1011 	 3 	  
05:50 25.12.2019 	 4,21 	 4,18 	 4 	 7 	 265 	 1011 	 3 	  
05:40 25.12.2019 	 4,18 	 4,19 	 4 	 7 	 258 	 1011 	 3 	  
05:30 25.12.2019 	 4,14 	 4,14 	 4 	 9 	 256 	 1011 	 3 	  
05:20 25.12.2019 	 4,09 	 4,1 	 4 	 7 	 269 	 1011 	 2,9 	  
05:10 25.12.2019 	 4,03 	 4,02 	 4 	 8 	 260 	 1010 	 3 	  
05:00 25.12.2019 	 3,96 	 3,93 	 4 	 8 	 260 	 1010 	 3,1 	  
04:50 25.12.2019 	 3,88 	 3,86 	 4 	 11 	 251 	 1010 	 3,3 	  
04:40 25.12.2019 	 3,79 	 3,77 	 3 	 7 	 252 	 1010 	 3,4 	  
04:30 25.12.2019 	 3,69 	 3,67 	 3 	 6 	 244 	 1010 	 3,1 	  
04:20 25.12.2019 	 3,58 	 3,55 	 3 	 5 	 230 	 1010 	 3,1 	  
04:10 25.12.2019 	 3,47 	 3,43 	 4 	 5 	 213 	 1010 	 3,1 	  
04:00 25.12.2019 	 3,35 	 3,31 	 5 	 7 	 208 	 1010 	 3,2 	  
03:50 25.12.2019 	 3,22 	 3,18 	 2 	 5 	 293 	 1010 	 3,1 	  
03:40 25.12.2019 	 3,08 	 3,04 	 3 	 9 	 219 	 1010 	 3,3 	  
03:30 25.12.2019 	 2,94 	 2,9 	 5 	 9 	 214 	 1010 	 3,5 	  
03:20 25.12.2019 	 2,8 	 2,74 	 4 	 7 	 222 	 1010 	 2,6 	  
03:10 25.12.2019 	 2,66 	 2,59 	 4 	 7 	 223 	 1010 	 2,5 	  
03:00 25.12.2019 	 2,51 	 2,44 	 5 	 7 	 227 	 1010 	 2,5 	  
02:50 25.12.2019 	 2,36 	 2,29 	 4 	 7 	 229 	 1010 	 2,6 	  
02:40 25.12.2019 	 2,22 	 2,15 	 5 	 8 	 241 	 1010 	 2,5 	  
02:30 25.12.2019 	 2,07 	 2 	 5 	 8 	 247 	 1010 	 2,5 	  
02:20 25.12.2019 	 1,93 	 1,84 	 4 	 8 	 234 	 1010 	 2,6 	  
02:10 25.12.2019 	 1,79 	 1,73 	 5 	 8 	 233 	 1010 	 2,6 	  
02:00 25.12.2019 	 1,66 	 1,59 	 4 	 7 	 228 	 1010 	 2,8 	  
01:50 25.12.2019 	 1,53 	 1,44 	 5 	 8 	 252 	 1010 	 2,6 	  
01:40 25.12.2019 	 1,41 	 1,31 	 4 	 8 	 247 	 1010 	 2,6 	  
01:30 25.12.2019 	 1,3 	 1,22 	 3 	 9 	 242 	 1010 	 2,7 	  
01:20 25.12.2019 	 1,19 	 1,14 	 4 	 7 	 236 	 1010 	 2,6 	  
01:10 25.12.2019 	 1,1 	 1,02 	 3 	 6 	 221 	 1010 	 2,3 	  
01:00 25.12.2019 	 1,01 	 0,94 	 3 	 5 	 223 	 1010 	 2,5 	  
00:50 25.12.2019 	 0,94 	 0,89 	 4 	 7 	 230 	 1010 	 2,7 	  
00:40 25.12.2019 	 0,88 	 0,81 	 5 	 9 	 249 	 1010 	 2,7 	  
00:30 25.12.2019 	 0,82 	 0,78 	 4 	 8 	 239 	 1009 	 2,5 	  
00:20 25.12.2019 	 0,79 	 0,76 	 5 	 9 	 254 	 1009 	 2,5 	  
00:10 25.12.2019 	 0,76 	 0,7 	 5 	 9 	 250 	 1009 	 2,6 	  
00:00 25.12.2019 	 0,75 	 0,68 	 5 	 10 	 252 	 1009 	 2,6 	  
23:50 24.12.2019 	 0,74 	 0,7 	 6 	 9 	 257 	 1009 	 2,5 	  
23:40 24.12.2019 	 0,76 	 0,72 	 6 	 10 	 249 	 1009 	 2,6 	  
23:30 24.12.2019 	 0,78 	 0,71 	 5 	 9 	 257 	 1009 	 2,4 	  
23:20 24.12.2019 	 0,81 	 0,75 	 4 	 11 	 249 	 1009 	 2,3 	  
23:10 24.12.2019 	 0,86 	 0,78 	 7 	 13 	 248 	 1009 	 2,3 	  
23:00 24.12.2019 	 0,92 	 0,84 	 3 	 8 	 262 	 1009 	 2,1 	  
22:50 24.12.2019 	 0,99 	 0,92 	 4 	 9 	 265 	 1009 	 2,2 	  
22:40 24.12.2019 	 1,07 	 1 	 5 	 11 	 260 	 1009 	 2,2 	  
22:30 24.12.2019 	 1,15 	 1,08 	 1 	 3 	 260 	 1009 	 2,1 	  
22:20 24.12.2019 	 1,25 	 1,17 	 3 	 6 	 239 	 1009 	 2,2 	  
22:10 24.12.2019 	 1,35 	 1,27 	 3 	 7 	 279 	 1009 	 2 	  
22:00 24.12.2019 	 1,47 	 1,37 	 5 	 7 	 252 	 1008 	 1,9 	  
21:50 24.12.2019 	 1,58 	 1,47 	 2 	 3 	 236 	 1008 	 1,9 	  
21:40 24.12.2019 	 1,7 	 1,59 	 3 	 5 	 233 	 1008 	 2 	  
21:30 24.12.2019 	 1,83 	 1,71 	 3 	 5 	 237 	 1008 	 2,2 	  
21:20 24.12.2019 	 1,96 	 1,85 	 3 	 5 	 235 	 1008 	 2,2 	  
21:10 24.12.2019 	 2,09 	 1,96 	 3 	 6 	 256 	 1008 	 2,2 	  
21:00 24.12.2019 	 2,22 	 2,1 	 1 	 6 	 263 	 1008 	 2,1 	  
20:50 24.12.2019 	 2,36 	 2,22 	 1 	 5 	 247 	 1008 	 2,1 	  
20:40 24.12.2019 	 2,49 	 2,35 	 1 	 2 	 258 	 1008 	 1,9 	  
20:30 24.12.2019 	 2,62 	 2,48 	 3 	 8 	 280 	 1008 	 2,1 	  
20:20 24.12.2019 	 2,74 	 2,61 	 6 	 9 	 263 	 1008 	 2,2 	  
20:10 24.12.2019 	 2,87 	 2,75 	 6 	 8 	 258 	 1008 	 2,1 	  
20:00 24.12.2019 	 2,99 	 2,87 	 6 	 11 	 256 	 1008 	 2 	  
19:50 24.12.2019 	 3,1 	 3 	 6 	 10 	 255 	 1008 	 2,1 	  
19:40 24.12.2019 	 3,21 	 3,12 	 3 	 10 	 261 	 1007 	 2 	  
19:30 24.12.2019 	 3,31 	 3,22 	 3 	 7 	 282 	 1007 	 2 	  
19:20 24.12.2019 	 3,41 	 3,31 	 4 	 8 	 259 	 1007 	 2 	  
19:10 24.12.2019 	 3,49 	 3,41 	 5 	 10 	 259 	 1007 	 2 	  
19:00 24.12.2019 	 3,57 	 3,48 	 6 	 10 	 257 	 1007 	 2,1 	  
18:50 24.12.2019 	 3,64 	 3,58 	 6 	 13 	 256 	 1007 	 2 	  
18:40 24.12.2019 	 3,71 	 3,64 	 8 	 14 	 251 	 1007 	 1,9 	  
18:30 24.12.2019 	 3,76 	 3,67 	 6 	 13 	 256 	 1007 	 2,1 	  
18:20 24.12.2019 	 3,8 	 3,73 	 6 	 9 	 259 	 1006 	 2,1 	  
18:10 24.12.2019 	 3,84 	 3,77 	 4 	 9 	 272 	 1006 	 2,1 	  
18:00 24.12.2019 	 3,86 	 3,81 	 5 	 8 	 272 	 1006 	 2,2 	  
17:50 24.12.2019 	 3,87 	 3,85 	 5 	 9 	 265 	 1006 	 2,1 	  
17:40 24.12.2019 	 3,87 	 3,84 	 6 	 9 	 260 	 1006 	 2,2 	  
17:30 24.12.2019 	 3,87 	 3,81 	 4 	 8 	 268 	 1006 	 2,4 	  
17:20 24.12.2019 	 3,85 	 3,79 	 4 	 10 	 261 	 1006 	 2,4 	  
17:10 24.12.2019 	 3,82 	 3,77 	 6 	 9 	 255 	 1006 	 2,5 	  
17:00 24.12.2019 	 3,78 	 3,73 	 3 	 7 	 288 	 1006 	 2,5 	  
16:50 24.12.2019 	 3,73 	 3,71 	 3 	 6 	 308 	 1006 	 2,8 	  
16:40 24.12.2019 	 3,68 	 3,64 	 1 	 3 	 287 	 1005 	 2,7 	  
16:30 24.12.2019 	 3,61 	 3,56 	 1 	 2 	 290 	 1005 	 2,6 	  
16:20 24.12.2019 	 3,53 	 3,5 	 3 	 6 	 263 	 1005 	 2,8 	  
16:10 24.12.2019 	 3,44 	 3,44 	 3 	 6 	 256 	 1005 	 2,6 	  
16:00 24.12.2019 	 3,35 	 3,34 	 2 	 5 	 254 	 1005 	 2,5 	  
15:50 24.12.2019 	 3,25 	 3,21 	 2 	 5 	 240 	 1005 	 2,5 	  
15:40 24.12.2019 	 3,14 	 3,12 	 3 	 6 	 249 	 1005 	 2,8 	  
15:30 24.12.2019 	 3,02 	 3,04 	 4 	 7 	 251 	 1005 	 2,8 	  
15:20 24.12.2019 	 2,9 	 2,89 	 3 	 5 	 253 	 1004 	 2,9 	  
15:10 24.12.2019 	 2,77 	 2,78 	 4 	 7 	 266 	 1004 	 3 	  
15:00 24.12.2019 	 2,64 	 2,64 	 4 	 5 	 266 	 1004 	 2,9 	  
14:50 24.12.2019 	 2,51 	 2,53 	 3 	 5 	 266 	 1004 	 2,8 	  
14:40 24.12.2019 	 2,37 	 2,39 	 2 	 4 	 286 	 1004 	 2,8 	  
14:30 24.12.2019 	 2,24 	 2,25 	 1 	 5 	 267 	 1004 	 2,6 	  
14:20 24.12.2019 	 2,1 	 2,12 	 1 	 2 	 118 	 1004 	 2,2 	  
14:10 24.12.2019 	 1,97 	 1,99 	 2 	 2 	 112 	 1004 	 1,8 	  
14:00 24.12.2019 	 1,84 	 1,86 	 3 	 3 	 110 	 1004 	 1,8 	  
13:50 24.12.2019 	 1,71 	 1,73 	 1 	 2 	 223 	 1004 	 1,6 	  
13:40 24.12.2019 	 1,59 	 1,61 	 1 	 3 	 217 	 1004 	 2 	  
13:30 24.12.2019 	 1,47 	 1,5 	 1 	 2 	 245 	 1004 	 2,5 	  
13:20 24.12.2019 	 1,36 	 1,39 	 1 	 2 	 228 	 1004 	 2,2 	  
13:10 24.12.2019 	 1,26 	 1,28 	 1 	 2 	 179 	 1004 	 2,2 	  
13:00 24.12.2019 	 1,17 	 1,19 	 2 	 3 	 138 	 1003 	 2,1 	  
12:50 24.12.2019 	 1,08 	 1,11 	 2 	 3 	 166 	 1003 	 2,1 	  
12:40 24.12.2019 	 1,01 	 1,06 	 1 	 2 	 163 	 1003 	 1,9 	  
12:30 24.12.2019 	 0,95 	 0,99 	 1 	 1 	 139 	 1003 	 2,1 	  
12:20 24.12.2019 	 0,89 	 0,94 	 1 	 1 	 157 	 1003 	 1,8 	  
12:10 24.12.2019 	 0,85 	 0,91 	 1 	 2 	 172 	 1003 	 2 	  
12:00 24.12.2019 	 0,82 	 0,88 	 1 	 1 	 166 	 1003 	 1,3 	  
11:50 24.12.2019 	 0,81 	 0,87 	 2 	 2 	 135 	 1003 	 1,4 	  
11:40 24.12.2019 	 0,8 	 0,85 	 1 	 1 	 163 	 1003 	 1,5 	  
11:30 24.12.2019 	 0,81 	 0,87 	 0 	 1 	 60 	 1003 	 1,8 	  
11:20 24.12.2019 	 0,83 	 0,9 	 1 	 2 	 313 	 1003 	 1,7 	  
11:10 24.12.2019 	 0,86 	 0,95 	 1 	 2 	 238 	 1003 	 1,5 	  
11:00 24.12.2019 	 0,91 	 0,99 	 1 	 2 	 287 	 1003 	 0,9 	  
10:50 24.12.2019 	 0,96 	 1,02 	 1 	 1 	 287 	 1002 	 0,7 	  
10:40 24.12.2019 	 1,03 	 1,08 	 1 	 1 	 300 	 1002 	 0,9 	  
10:30 24.12.2019 	 1,11 	 1,17 	 0 	 1 	 262 	 1002 	 1,1 	  
10:20 24.12.2019 	 1,19 	 1,25 	 1 	 1 	 248 	 1002 	 0,9 	  
10:10 24.12.2019 	 1,29 	 1,36 	 1 	 1 	 196 	 1002 	 0,8 	  
10:00 24.12.2019 	 1,39 	 1,46 	 1 	 1 	 242 	 1002 	 0,9 	  
09:50 24.12.2019 	 1,5 	 1,58 	 0 	 1 	 239 	 1002 	 0,8 	  
09:40 24.12.2019 	 1,62 	 1,7 	 0 	 1 	 209 	 1002 	 1 	  
09:30 24.12.2019 	 1,74 	 1,84 	 0 	 1 	 251 	 1002 	 1,1 	  
09:20 24.12.2019 	 1,87 	 1,97 	 0 	 1 	 222 	 1001 	 0,7 	  
09:10 24.12.2019 	 2 	 2,1 	 0 	 1 	 208 	 1001 	 0,9 	  
09:00 24.12.2019 	 2,14 	 2,22 	 0 	 1 	 179 	 1001 	 1 	  
08:50 24.12.2019 	 2,28 	 2,38 	 1 	 1 	 221 	 1001 	 1 	  
08:40 24.12.2019 	 2,41 	 2,51 	 1 	 2 	 172 	 1001 	 1,2 	  
08:30 24.12.2019 	 2,55 	 2,63 	 1 	 2 	 158 	 1001 	 1,5 	  
08:20 24.12.2019 	 2,68 	 2,75 	 0 	 1 	 205 	 1001 	 1,3 	  
08:10 24.12.2019 	 2,82 	 2,9 	 1 	 1 	 205 	 1001 	 1,2 	  
08:00 24.12.2019 	 2,95 	 3,03 	 0 	 1 	 212 	 1001 	 1 	  
07:50 24.12.2019 	 3,07 	 3,16 	 1 	 1 	 181 	 1001 	 1 	  
07:40 24.12.2019 	 3,2 	 3,27 	 1 	 1 	 182 	 1001 	 0,9 	  
07:30 24.12.2019 	 3,31 	 3,38 	 1 	 2 	 239 	 1001 	 0,8 	  
07:20 24.12.2019 	 3,42 	 3,52 	 1 	 1 	 231 	 1001 	 0,9 	  
07:10 24.12.2019 	 3,52 	 3,65 	 1 	 1 	 194 	 1000 	 1,2 	  
07:00 24.12.2019 	 3,62 	 3,74 	 1 	 2 	 211 	 1000 	 1,2 	  
06:50 24.12.2019 	 3,71 	 3,84 	 1 	 2 	 198 	 1000 	 1,2 	  
06:40 24.12.2019 	 3,79 	 3,88 	 1 	 2 	 189 	 1000 	 1,2 	  
06:30 24.12.2019 	 3,86 	 3,98 	 1 	 2 	 216 	 1000 	 1,2 	  
06:20 24.12.2019 	 3,92 	 4,04 	 1 	 2 	 211 	 1000 	 0,9 	  
06:10 24.12.2019 	 3,97 	 4,08 	 1 	 1 	 169 	 1000 	 1,4 	  
06:00 24.12.2019 	 4,01 	 4,12 	 1 	 1 	 152 	 1000 	 1,5 	  
05:50 24.12.2019 	 4,04 	 4,15 	 0 	 0 	 0 	 1000 	 1,1 	  
05:40 24.12.2019 	 4,06 	 4,17 	 0 	 1 	 331 	 1000 	 1,5 	  
05:30 24.12.2019 	 4,07 	 4,17 	 1 	 1 	 280 	 1000 	 1,3 	  
05:20 24.12.2019 	 4,07 	 4,16 	 1 	 1 	 270 	 1000 	 1,3 	  
05:10 24.12.2019 	 4,06 	 4,16 	 1 	 2 	 177 	 1000 	 1,7 	  
05:00 24.12.2019 	 4,04 	 4,12 	 1 	 2 	 192 	 1000 	 1,8 	  
04:50 24.12.2019 	 4,01 	 4,1 	 1 	 1 	 152 	 1000 	 1,3 	  
04:40 24.12.2019 	 3,97 	 4,06 	 1 	 1 	 95 	 1000 	 1,4 	  
04:30 24.12.2019 	 3,92 	 4,03 	 1 	 2 	 354 	 999 	 1,4 	  
04:20 24.12.2019 	 3,86 	 3,95 	 1 	 1 	 329 	 999 	 1,3 	  
04:10 24.12.2019 	 3,79 	 3,86 	 0 	 1 	 257 	 1000 	 1,2 	  
04:00 24.12.2019 	 3,72 	 3,8 	 1 	 2 	 157 	 1000 	 1,3 	  
03:50 24.12.2019 	 3,63 	 3,71 	 1 	 2 	 102 	 999 	 1,4 	  
03:40 24.12.2019 	 3,53 	 3,58 	 1 	 1 	 262 	 999 	 1,1 	  
03:30 24.12.2019 	 3,43 	 3,49 	 1 	 2 	 263 	 999 	 1 	  
03:20 24.12.2019 	 3,32 	 3,4 	 1 	 2 	 253 	 999 	 0,9 	  
03:10 24.12.2019 	 3,2 	 3,29 	 1 	 2 	 242 	 999 	 0,9 	  
03:00 24.12.2019 	 3,08 	 3,15 	 1 	 2 	 244 	 999 	 0,8 	  
02:50 24.12.2019 	 2,95 	 3,01 	 2 	 2 	 254 	 999 	 0,5 	  
02:40 24.12.2019 	 2,82 	 2,9 	 1 	 2 	 247 	 999 	 0,4 	  
02:30 24.12.2019 	 2,68 	 2,77 	 1 	 2 	 239 	 999 	 0,3 	  
02:20 24.12.2019 	 2,55 	 2,64 	 1 	 2 	 238 	 999 	 0,4 	  
02:10 24.12.2019 	 2,41 	 2,47 	 1 	 1 	 210 	 999 	 0,9 	  
02:00 24.12.2019 	 2,28 	 2,37 	 1 	 1 	 213 	 999 	 1 	  
01:50 24.12.2019 	 2,14 	 2,22 	 0 	 1 	 251 	 999 	 1 	  
01:40 24.12.2019 	 2,01 	 2,12 	 1 	 2 	 268 	 999 	 1,3 	  
01:30 24.12.2019 	 1,88 	 1,95 	 2 	 3 	 236 	 999 	 1,6 	  
01:20 24.12.2019 	 1,75 	 1,83 	 3 	 4 	 233 	 999 	 1,7 	  
01:10 24.12.2019 	 1,63 	 1,71 	 3 	 4 	 234 	 999 	 1,7 	  
01:00 24.12.2019 	 1,52 	 1,59 	 3 	 4 	 234 	 999 	 1,8 	  
00:50 24.12.2019 	 1,41 	 1,46 	 3 	 4 	 235 	 999 	 1,8 	  
00:40 24.12.2019 	 1,31 	 1,37 	 3 	 4 	 233 	 999 	 1,7 	  
00:30 24.12.2019 	 1,22 	 1,27 	 3 	 4 	 234 	 999 	 1,7 	  
00:20 24.12.2019 	 1,13 	 1,2 	 3 	 3 	 234 	 999 	 1,8 	  
00:10 24.12.2019 	 1,06 	 1,13 	 3 	 4 	 235 	 999 	 1,7 	  
00:00 24.12.2019 	 1 	 1,05 	 3 	 3 	 235 	 999 	 1,9 	  
23:50 23.12.2019 	 0,95 	 0,98 	 2 	 3 	 232 	 999 	 1,8 	  
23:40 23.12.2019 	 0,9 	 0,96 	 2 	 3 	 233 	 1000 	 1,6 	  
23:30 23.12.2019 	 0,87 	 0,92 	 2 	 3 	 229 	 1000 	 1,8 	  
23:20 23.12.2019 	 0,85 	 0,9 	 2 	 2 	 234 	 1000 	 1,8 	  
