 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
08:20 26.12.2019 	 0,88 	 1,03 	 1 	 2 	 236 	 1017 	 -2,8 	  
08:10 26.12.2019 	 0,83 	 1 	 1 	 2 	 294 	 1017 	 -3,2 	  
08:00 26.12.2019 	 0,79 	 0,97 	 1 	 1 	 33 	 1018 	 -3,8 	  
07:50 26.12.2019 	 0,74 	 0,93 	 1 	 1 	 55 	 1018 	 -3,9 	  
07:40 26.12.2019 	 0,7 	 0,87 	 1 	 1 	 211 	 1018 	 -3,4 	  
07:30 26.12.2019 	 0,65 	 0,82 	 1 	 1 	 32 	 1018 	 -3,8 	  
07:20 26.12.2019 	 0,61 	 0,76 	 1 	 1 	 30 	 1018 	 -3,9 	  
07:10 26.12.2019 	 0,56 	 0,71 	 1 	 1 	 17 	 1018 	 -3,7 	  
07:00 26.12.2019 	 0,52 	 0,68 	 1 	 1 	 32 	 1018 	 -3,8 	  
06:50 26.12.2019 	 0,47 	 0,64 	 1 	 1 	 52 	 1019 	 -3,6 	  
06:40 26.12.2019 	 0,44 	 0,59 	 1 	 1 	 40 	 1019 	 -3,7 	  
06:30 26.12.2019 	 0,39 	 0,53 	 1 	 2 	 55 	 1019 	 -3,8 	  
06:20 26.12.2019 	 0,36 	 0,51 	 1 	 1 	 42 	 1019 	 -3,7 	  
06:10 26.12.2019 	 0,32 	 0,46 	 1 	 1 	 55 	 1019 	 -3,5 	  
06:00 26.12.2019 	 0,29 	 0,42 	 1 	 2 	 60 	 1019 	 -3,5 	  
05:50 26.12.2019 	 0,26 	 0,42 	 1 	 2 	 51 	 1019 	 -3,6 	  
05:40 26.12.2019 	 0,23 	 0,39 	 1 	 2 	 56 	 1019 	 -3,9 	  
05:30 26.12.2019 	 0,21 	 0,36 	 1 	 2 	 46 	 1019 	 -4 	  
05:20 26.12.2019 	 0,19 	 0,33 	 1 	 1 	 58 	 1019 	 -3,9 	  
05:10 26.12.2019 	 0,18 	 0,32 	 1 	 1 	 71 	 1019 	 -4 	  
05:00 26.12.2019 	 0,17 	 0,31 	 1 	 1 	 64 	 1019 	 -4 	  
04:50 26.12.2019 	 0,16 	 0,28 	 1 	 1 	 62 	 1019 	 -4,1 	  
04:40 26.12.2019 	 0,15 	 0,28 	 1 	 1 	 72 	 1020 	 -4 	  
04:30 26.12.2019 	 0,15 	 0,29 	 1 	 1 	 65 	 1019 	 -3,7 	  
04:20 26.12.2019 	 0,16 	 0,31 	 1 	 1 	 49 	 1019 	 -3,7 	  
04:10 26.12.2019 	 0,17 	 0,3 	 1 	 2 	 29 	 1019 	 -3,8 	  
04:00 26.12.2019 	 0,18 	 0,31 	 1 	 1 	 56 	 1019 	 -3,7 	  
03:50 26.12.2019 	 0,2 	 0,34 	 1 	 1 	 39 	 1020 	 -4 	  
03:40 26.12.2019 	 0,21 	 0,37 	 1 	 1 	 59 	 1020 	 -3,6 	  
03:30 26.12.2019 	 0,24 	 0,39 	 1 	 1 	 45 	 1020 	 -3,5 	  
03:20 26.12.2019 	 0,26 	 0,42 	 1 	 1 	 49 	 1020 	 -4,1 	  
03:10 26.12.2019 	 0,29 	 0,46 	 1 	 1 	 69 	 1020 	 -4 	  
03:00 26.12.2019 	 0,32 	 0,49 	 1 	 1 	 44 	 1020 	 -4 	  
02:50 26.12.2019 	 0,36 	 0,53 	 1 	 1 	 50 	 1020 	 -3,7 	  
02:40 26.12.2019 	 0,39 	 0,58 	 1 	 2 	 195 	 1020 	 -2,8 	  
02:30 26.12.2019 	 0,43 	 0,62 	 1 	 1 	 31 	 1020 	 -3,7 	  
02:20 26.12.2019 	 0,47 	 0,66 	 1 	 1 	 39 	 1020 	 -3,8 	  
02:10 26.12.2019 	 0,51 	 0,72 	 1 	 1 	 71 	 1020 	 -3,9 	  
02:00 26.12.2019 	 0,55 	 0,79 	 1 	 2 	 54 	 1020 	 -3,9 	  
01:50 26.12.2019 	 0,59 	 0,82 	 1 	 1 	 71 	 1020 	 -4,1 	  
01:40 26.12.2019 	 0,63 	 0,87 	 1 	 1 	 50 	 1020 	 -4 	  
01:30 26.12.2019 	 0,67 	 0,92 	 1 	 1 	 74 	 1020 	 -3,8 	  
01:20 26.12.2019 	 0,71 	 0,95 	 1 	 1 	 53 	 1020 	 -3,5 	  
01:10 26.12.2019 	 0,75 	 0,98 	 1 	 2 	 34 	 1020 	 -3,5 	  
01:00 26.12.2019 	 0,79 	 1,04 	 1 	 2 	 55 	 1020 	 -3,2 	  
00:50 26.12.2019 	 0,83 	 1,09 	 1 	 1 	 63 	 1020 	 -3,5 	  
00:40 26.12.2019 	 0,87 	 1,12 	 1 	 2 	 110 	 1020 	 -2,6 	  
00:30 26.12.2019 	 0,9 	 1,14 	 2 	 3 	 192 	 1020 	 -1,8 	  
00:20 26.12.2019 	 0,94 	 1,16 	 2 	 2 	 186 	 1020 	 -1,5 	  
00:10 26.12.2019 	 0,97 	 1,18 	 1 	 3 	 169 	 1020 	 -1,4 	  
00:00 26.12.2019 	 1 	 1,21 	 1 	 2 	 87 	 1020 	 -1,7 	  
23:50 25.12.2019 	 1,02 	 1,24 	 2 	 3 	 167 	 1020 	 -1,1 	  
23:40 25.12.2019 	 1,04 	 1,27 	 1 	 3 	 183 	 1020 	 -0,8 	  
23:30 25.12.2019 	 1,07 	 1,31 	 2 	 4 	 174 	 1020 	 -1 	  
23:20 25.12.2019 	 1,09 	 1,31 	 2 	 4 	 201 	 1020 	 -0 	  
23:10 25.12.2019 	 1,1 	 1,33 	 1 	 3 	 179 	 1020 	 -0,2 	  
23:00 25.12.2019 	 1,11 	 1,33 	 1 	 2 	 150 	 1020 	 -0,2 	  
22:50 25.12.2019 	 1,12 	 1,34 	 1 	 1 	 73 	 1020 	 -0,7 	  
22:40 25.12.2019 	 1,13 	 1,35 	 2 	 4 	 131 	 1020 	 0,2 	  
22:30 25.12.2019 	 1,13 	 1,34 	 2 	 4 	 146 	 1020 	 1,1 	  
22:20 25.12.2019 	 1,13 	 1,33 	 2 	 5 	 153 	 1020 	 0,6 	  
22:10 25.12.2019 	 1,13 	 1,31 	 2 	 3 	 145 	 1020 	 1 	  
22:00 25.12.2019 	 1,12 	 1,3 	 2 	 3 	 130 	 1020 	 0,3 	  
21:50 25.12.2019 	 1,11 	 1,27 	 3 	 4 	 122 	 1019 	 0,5 	  
21:40 25.12.2019 	 1,09 	 1,23 	 2 	 4 	 117 	 1019 	 0,5 	  
21:30 25.12.2019 	 1,08 	 1,2 	 3 	 5 	 114 	 1019 	 0,3 	  
21:20 25.12.2019 	 1,06 	 1,18 	 4 	 5 	 100 	 1019 	 1 	  
21:10 25.12.2019 	 1,03 	 1,17 	 4 	 6 	 103 	 1019 	 0,4 	  
21:00 25.12.2019 	 1,01 	 1,14 	 3 	 4 	 98 	 1019 	 0,2 	  
20:50 25.12.2019 	 0,98 	 1,1 	 3 	 5 	 85 	 1019 	 0,4 	  
20:40 25.12.2019 	 0,95 	 1,06 	 3 	 4 	 103 	 1019 	 -0,2 	  
20:30 25.12.2019 	 0,92 	 1,03 	 5 	 6 	 103 	 1019 	 -0,2 	  
20:20 25.12.2019 	 0,88 	 0,98 	 5 	 7 	 97 	 1019 	 -0,3 	  
20:10 25.12.2019 	 0,84 	 0,93 	 6 	 8 	 90 	 1019 	 0,1 	  
20:00 25.12.2019 	 0,8 	 0,91 	 5 	 7 	 95 	 1019 	 0,1 	  
19:50 25.12.2019 	 0,76 	 0,87 	 5 	 7 	 92 	 1019 	 0,1 	  
19:40 25.12.2019 	 0,72 	 0,82 	 4 	 6 	 97 	 1019 	 -0,7 	  
19:30 25.12.2019 	 0,68 	 0,76 	 4 	 6 	 98 	 1019 	 -0,9 	  
19:20 25.12.2019 	 0,64 	 0,69 	 5 	 7 	 93 	 1019 	 0,5 	  
19:10 25.12.2019 	 0,59 	 0,66 	 4 	 6 	 99 	 1019 	 -0 	  
19:00 25.12.2019 	 0,55 	 0,63 	 4 	 5 	 102 	 1019 	 -0 	  
18:50 25.12.2019 	 0,51 	 0,6 	 5 	 6 	 103 	 1018 	 -0,2 	  
18:40 25.12.2019 	 0,47 	 0,55 	 5 	 6 	 103 	 1018 	 -0,4 	  
18:30 25.12.2019 	 0,43 	 0,5 	 4 	 5 	 100 	 1018 	 -0,6 	  
18:20 25.12.2019 	 0,39 	 0,47 	 4 	 5 	 98 	 1018 	 -0,8 	  
18:10 25.12.2019 	 0,35 	 0,42 	 5 	 6 	 98 	 1018 	 -0,9 	  
18:00 25.12.2019 	 0,32 	 0,39 	 5 	 6 	 98 	 1018 	 -0,5 	  
17:50 25.12.2019 	 0,29 	 0,37 	 5 	 6 	 95 	 1018 	 -0,7 	  
17:40 25.12.2019 	 0,26 	 0,33 	 5 	 7 	 95 	 1017 	 -1,1 	  
17:30 25.12.2019 	 0,23 	 0,31 	 6 	 7 	 100 	 1017 	 -1 	  
17:20 25.12.2019 	 0,21 	 0,28 	 6 	 8 	 99 	 1017 	 -1 	  
17:10 25.12.2019 	 0,2 	 0,26 	 6 	 8 	 96 	 1017 	 -0,6 	  
17:00 25.12.2019 	 0,18 	 0,22 	 6 	 7 	 96 	 1017 	 -0,9 	  
16:50 25.12.2019 	 0,17 	 0,22 	 6 	 7 	 99 	 1017 	 -0,9 	  
16:40 25.12.2019 	 0,16 	 0,23 	 6 	 7 	 99 	 1017 	 -0,9 	  
16:30 25.12.2019 	 0,16 	 0,2 	 6 	 8 	 100 	 1017 	 -1,3 	  
16:20 25.12.2019 	 0,16 	 0,17 	 5 	 7 	 95 	 1017 	 -0,2 	  
16:10 25.12.2019 	 0,16 	 0,17 	 5 	 7 	 98 	 1017 	 0,1 	  
16:00 25.12.2019 	 0,17 	 0,2 	 5 	 7 	 93 	 1017 	 -0,1 	  
15:50 25.12.2019 	 0,19 	 0,2 	 5 	 7 	 101 	 1017 	 -0,5 	  
15:40 25.12.2019 	 0,2 	 0,23 	 5 	 7 	 93 	 1017 	 -0,7 	  
15:30 25.12.2019 	 0,22 	 0,24 	 6 	 7 	 93 	 1017 	 -0,9 	  
15:20 25.12.2019 	 0,25 	 0,24 	 5 	 7 	 105 	 1017 	 -1,4 	  
15:10 25.12.2019 	 0,27 	 0,29 	 4 	 6 	 106 	 1017 	 -0,9 	  
15:00 25.12.2019 	 0,3 	 0,35 	 4 	 5 	 102 	 1017 	 -1,6 	  
14:50 25.12.2019 	 0,33 	 0,39 	 5 	 6 	 100 	 1017 	 -1,4 	  
14:40 25.12.2019 	 0,37 	 0,42 	 5 	 7 	 93 	 1016 	 -1,3 	  
14:30 25.12.2019 	 0,41 	 0,46 	 5 	 6 	 98 	 1017 	 -1,8 	  
14:20 25.12.2019 	 0,45 	 0,49 	 5 	 7 	 99 	 1016 	 -1,5 	  
14:10 25.12.2019 	 0,49 	 0,57 	 4 	 5 	 102 	 1016 	 -1,1 	  
14:00 25.12.2019 	 0,53 	 0,62 	 4 	 5 	 98 	 1016 	 -1,2 	  
13:50 25.12.2019 	 0,57 	 0,66 	 5 	 6 	 97 	 1016 	 -1 	  
13:40 25.12.2019 	 0,62 	 0,74 	 4 	 6 	 99 	 1016 	 -1,3 	  
13:30 25.12.2019 	 0,66 	 0,79 	 4 	 6 	 97 	 1016 	 -1 	  
13:20 25.12.2019 	 0,71 	 0,83 	 3 	 6 	 99 	 1016 	 -1,2 	  
13:10 25.12.2019 	 0,75 	 0,89 	 5 	 6 	 99 	 1016 	 -1,3 	  
13:00 25.12.2019 	 0,79 	 0,95 	 4 	 6 	 95 	 1016 	 -1 	  
12:50 25.12.2019 	 0,83 	 1 	 4 	 6 	 101 	 1016 	 -0,9 	  
12:40 25.12.2019 	 0,88 	 1,03 	 4 	 6 	 120 	 1016 	 -0,2 	  
12:30 25.12.2019 	 0,92 	 1,09 	 5 	 7 	 143 	 1016 	 0,5 	  
12:20 25.12.2019 	 0,95 	 1,13 	 6 	 7 	 143 	 1016 	 1,2 	  
12:10 25.12.2019 	 0,99 	 1,17 	 6 	 7 	 134 	 1016 	 0,4 	  
12:00 25.12.2019 	 1,03 	 1,22 	 4 	 5 	 118 	 1016 	 -0 	  
11:50 25.12.2019 	 1,06 	 1,27 	 4 	 6 	 127 	 1016 	 0,5 	  
11:40 25.12.2019 	 1,09 	 1,32 	 5 	 6 	 120 	 1015 	 0,8 	  
11:30 25.12.2019 	 1,11 	 1,35 	 4 	 6 	 103 	 1015 	 0,2 	  
11:20 25.12.2019 	 1,14 	 1,4 	 5 	 7 	 102 	 1015 	 0,2 	  
11:10 25.12.2019 	 1,16 	 1,44 	 4 	 6 	 102 	 1015 	 0,6 	  
11:00 25.12.2019 	 1,18 	 1,46 	 3 	 5 	 100 	 1015 	 0,7 	  
10:50 25.12.2019 	 1,19 	 1,48 	 4 	 5 	 97 	 1015 	 0,8 	  
10:40 25.12.2019 	 1,2 	 1,48 	 5 	 7 	 94 	 1015 	 0,3 	  
10:30 25.12.2019 	 1,21 	 1,49 	 5 	 6 	 92 	 1015 	 0,3 	  
10:20 25.12.2019 	 1,22 	 1,5 	 5 	 7 	 94 	 1015 	 0,4 	  
10:10 25.12.2019 	 1,22 	 1,51 	 5 	 6 	 96 	 1015 	 -0,1 	  
10:00 25.12.2019 	 1,22 	 1,5 	 3 	 5 	 95 	 1015 	 -0 	  
09:50 25.12.2019 	 1,21 	 1,49 	 2 	 4 	 96 	 1014 	 0,4 	  
09:40 25.12.2019 	 1,2 	 1,48 	 3 	 4 	 97 	 1014 	 0,6 	  
09:30 25.12.2019 	 1,19 	 1,47 	 3 	 5 	 110 	 1014 	 0,8 	  
09:20 25.12.2019 	 1,18 	 1,47 	 3 	 4 	 99 	 1014 	 0,7 	  
09:10 25.12.2019 	 1,16 	 1,47 	 2 	 4 	 117 	 1014 	 0,5 	  
09:00 25.12.2019 	 1,14 	 1,43 	 1 	 3 	 129 	 1014 	 0,5 	  
08:50 25.12.2019 	 1,11 	 1,41 	 4 	 6 	 113 	 1014 	 0,4 	  
08:40 25.12.2019 	 1,09 	 1,37 	 3 	 6 	 96 	 1014 	 0,1 	  
08:30 25.12.2019 	 1,06 	 1,33 	 1 	 1 	 71 	 1013 	 0,2 	  
08:20 25.12.2019 	 1,02 	 1,3 	 1 	 3 	 100 	 1013 	 0,3 	  
08:10 25.12.2019 	 0,99 	 1,27 	 3 	 6 	 160 	 1013 	 0,1 	  
08:00 25.12.2019 	 0,95 	 1,22 	 1 	 2 	 232 	 1013 	 -0,7 	  
07:50 25.12.2019 	 0,92 	 1,18 	 1 	 1 	 87 	 1013 	 -1,2 	  
07:40 25.12.2019 	 0,87 	 1,15 	 1 	 1 	 45 	 1013 	 -1,3 	  
07:30 25.12.2019 	 0,83 	 1,11 	 1 	 1 	 17 	 1013 	 -1,3 	  
07:20 25.12.2019 	 0,79 	 1,06 	 2 	 3 	 101 	 1013 	 -1,2 	  
07:10 25.12.2019 	 0,75 	 1 	 5 	 7 	 186 	 1013 	 -0,8 	  
07:00 25.12.2019 	 0,7 	 0,95 	 2 	 6 	 231 	 1012 	 -1 	  
06:50 25.12.2019 	 0,66 	 0,92 	 1 	 1 	 119 	 1012 	 -0,9 	  
06:40 25.12.2019 	 0,62 	 0,87 	 1 	 1 	 96 	 1012 	 -1,2 	  
06:30 25.12.2019 	 0,57 	 0,82 	 1 	 1 	 65 	 1012 	 -1,5 	  
06:20 25.12.2019 	 0,53 	 0,77 	 1 	 1 	 42 	 1012 	 -1,6 	  
06:10 25.12.2019 	 0,49 	 0,74 	 1 	 2 	 84 	 1012 	 -1,4 	  
06:00 25.12.2019 	 0,45 	 0,71 	 2 	 3 	 162 	 1012 	 -0,7 	  
05:50 25.12.2019 	 0,41 	 0,68 	 2 	 3 	 205 	 1012 	 -1 	  
05:40 25.12.2019 	 0,37 	 0,65 	 2 	 3 	 194 	 1012 	 -1,3 	  
05:30 25.12.2019 	 0,34 	 0,59 	 1 	 1 	 4 	 1012 	 -1,8 	  
05:20 25.12.2019 	 0,31 	 0,55 	 1 	 1 	 258 	 1011 	 -2,1 	  
05:10 25.12.2019 	 0,28 	 0,51 	 1 	 1 	 84 	 1011 	 -2,2 	  
05:00 25.12.2019 	 0,25 	 0,51 	 1 	 2 	 51 	 1011 	 -2,6 	  
04:50 25.12.2019 	 0,23 	 0,48 	 2 	 2 	 58 	 1011 	 -2,4 	  
04:40 25.12.2019 	 0,21 	 0,44 	 3 	 4 	 177 	 1011 	 -2 	  
04:30 25.12.2019 	 0,2 	 0,43 	 3 	 5 	 202 	 1011 	 -2,4 	  
04:20 25.12.2019 	 0,19 	 0,39 	 1 	 2 	 119 	 1011 	 -2,3 	  
04:10 25.12.2019 	 0,18 	 0,38 	 1 	 1 	 45 	 1011 	 -2,6 	  
04:00 25.12.2019 	 0,17 	 0,38 	 1 	 1 	 97 	 1011 	 -1,6 	  
03:50 25.12.2019 	 0,17 	 0,39 	 1 	 2 	 108 	 1011 	 -1,8 	  
03:40 25.12.2019 	 0,18 	 0,39 	 1 	 1 	 118 	 1011 	 -2,1 	  
03:30 25.12.2019 	 0,18 	 0,4 	 1 	 1 	 85 	 1011 	 -2,7 	  
03:20 25.12.2019 	 0,19 	 0,42 	 1 	 1 	 72 	 1011 	 -2,4 	  
03:10 25.12.2019 	 0,21 	 0,43 	 1 	 1 	 69 	 1011 	 -3,3 	  
03:00 25.12.2019 	 0,23 	 0,47 	 1 	 1 	 89 	 1011 	 -3,2 	  
02:50 25.12.2019 	 0,25 	 0,5 	 1 	 1 	 69 	 1011 	 -3,3 	  
02:40 25.12.2019 	 0,27 	 0,52 	 1 	 1 	 65 	 1010 	 -3,3 	  
02:30 25.12.2019 	 0,29 	 0,55 	 1 	 2 	 59 	 1010 	 -3,6 	  
02:20 25.12.2019 	 0,32 	 0,58 	 1 	 1 	 33 	 1010 	 -3,7 	  
02:10 25.12.2019 	 0,35 	 0,64 	 1 	 1 	 100 	 1010 	 -3,3 	  
02:00 25.12.2019 	 0,39 	 0,69 	 1 	 2 	 64 	 1010 	 -3,7 	  
01:50 25.12.2019 	 0,42 	 0,72 	 1 	 2 	 115 	 1010 	 -3,3 	  
01:40 25.12.2019 	 0,46 	 0,75 	 1 	 2 	 146 	 1010 	 -2,5 	  
01:30 25.12.2019 	 0,5 	 0,81 	 1 	 2 	 105 	 1010 	 -3,5 	  
01:20 25.12.2019 	 0,54 	 0,84 	 1 	 2 	 59 	 1010 	 -3,5 	  
01:10 25.12.2019 	 0,58 	 0,88 	 2 	 2 	 64 	 1010 	 -4,2 	  
01:00 25.12.2019 	 0,62 	 0,92 	 1 	 2 	 74 	 1010 	 -4,3 	  
00:50 25.12.2019 	 0,66 	 0,98 	 1 	 2 	 171 	 1010 	 -3,4 	  
00:40 25.12.2019 	 0,7 	 1,02 	 2 	 3 	 202 	 1010 	 -3,6 	  
00:30 25.12.2019 	 0,74 	 1,05 	 1 	 3 	 79 	 1009 	 -3,4 	  
00:20 25.12.2019 	 0,77 	 1,08 	 1 	 1 	 42 	 1009 	 -3,8 	  
00:10 25.12.2019 	 0,81 	 1,12 	 1 	 2 	 50 	 1009 	 -3,9 	  
00:00 25.12.2019 	 0,85 	 1,18 	 1 	 1 	 57 	 1009 	 -3,9 	  
23:50 24.12.2019 	 0,88 	 1,21 	 1 	 2 	 64 	 1009 	 -3,9 	  
23:40 24.12.2019 	 0,91 	 1,22 	 1 	 1 	 13 	 1009 	 -3,8 	  
23:30 24.12.2019 	 0,94 	 1,25 	 1 	 2 	 23 	 1009 	 -3,7 	  
23:20 24.12.2019 	 0,97 	 1,29 	 1 	 2 	 57 	 1009 	 -4 	  
23:10 24.12.2019 	 1 	 1,32 	 1 	 2 	 99 	 1008 	 -4 	  
23:00 24.12.2019 	 1,02 	 1,34 	 1 	 3 	 137 	 1008 	 -3,5 	  
22:50 24.12.2019 	 1,04 	 1,36 	 4 	 6 	 181 	 1008 	 -3,4 	  
22:40 24.12.2019 	 1,06 	 1,37 	 1 	 3 	 196 	 1008 	 -2,7 	  
22:30 24.12.2019 	 1,08 	 1,39 	 1 	 1 	 47 	 1008 	 -3,7 	  
22:20 24.12.2019 	 1,09 	 1,4 	 1 	 1 	 26 	 1008 	 -3,8 	  
22:10 24.12.2019 	 1,1 	 1,4 	 1 	 1 	 293 	 1008 	 -3,2 	  
22:00 24.12.2019 	 1,11 	 1,4 	 1 	 1 	 17 	 1008 	 -3,6 	  
21:50 24.12.2019 	 1,11 	 1,41 	 0 	 1 	 67 	 1008 	 -3,3 	  
21:40 24.12.2019 	 1,11 	 1,39 	 1 	 1 	 36 	 1008 	 -3,5 	  
21:30 24.12.2019 	 1,11 	 1,39 	 1 	 1 	 46 	 1008 	 -3,5 	  
21:20 24.12.2019 	 1,1 	 1,34 	 1 	 1 	 59 	 1008 	 -3,7 	  
21:10 24.12.2019 	 1,1 	 1,34 	 1 	 2 	 34 	 1008 	 -3,6 	  
21:00 24.12.2019 	 1,08 	 1,33 	 1 	 2 	 44 	 1008 	 -3,5 	  
20:50 24.12.2019 	 1,07 	 1,31 	 1 	 3 	 175 	 1007 	 -3 	  
20:40 24.12.2019 	 1,05 	 1,28 	 1 	 1 	 55 	 1007 	 -3,7 	  
20:30 24.12.2019 	 1,03 	 1,25 	 0 	 1 	 57 	 1007 	 -3,6 	  
20:20 24.12.2019 	 1,01 	 1,24 	 1 	 1 	 84 	 1007 	 -3,5 	  
20:10 24.12.2019 	 0,98 	 1,21 	 1 	 1 	 81 	 1007 	 -3,3 	  
20:00 24.12.2019 	 0,95 	 1,18 	 1 	 3 	 182 	 1007 	 -2,6 	  
19:50 24.12.2019 	 0,92 	 1,14 	 1 	 2 	 251 	 1007 	 -3,2 	  
19:40 24.12.2019 	 0,89 	 1,09 	 1 	 1 	 290 	 1006 	 -3,2 	  
19:30 24.12.2019 	 0,86 	 1,06 	 1 	 2 	 203 	 1006 	 -2,7 	  
19:20 24.12.2019 	 0,82 	 1,02 	 1 	 1 	 91 	 1006 	 -3,5 	  
19:10 24.12.2019 	 0,78 	 0,99 	 1 	 1 	 64 	 1006 	 -3,6 	  
19:00 24.12.2019 	 0,74 	 0,94 	 0 	 1 	 175 	 1006 	 -3,1 	  
18:50 24.12.2019 	 0,7 	 0,89 	 1 	 1 	 148 	 1006 	 -3,1 	  
18:40 24.12.2019 	 0,66 	 0,85 	 0 	 1 	 208 	 1006 	 -3,2 	  
18:30 24.12.2019 	 0,62 	 0,8 	 0 	 1 	 3 	 1006 	 -2,8 	  
18:20 24.12.2019 	 0,58 	 0,75 	 1 	 1 	 93 	 1006 	 -2,8 	  
18:10 24.12.2019 	 0,54 	 0,71 	 1 	 1 	 227 	 1006 	 -2,1 	  
18:00 24.12.2019 	 0,5 	 0,68 	 1 	 1 	 241 	 1006 	 -2,2 	  
17:50 24.12.2019 	 0,46 	 0,67 	 1 	 1 	 63 	 1006 	 -2,6 	  
17:40 24.12.2019 	 0,43 	 0,63 	 1 	 1 	 44 	 1005 	 -2,8 	  
17:30 24.12.2019 	 0,39 	 0,59 	 1 	 1 	 55 	 1005 	 -2,8 	  
17:20 24.12.2019 	 0,36 	 0,53 	 1 	 2 	 40 	 1005 	 -3,3 	  
17:10 24.12.2019 	 0,33 	 0,47 	 1 	 2 	 94 	 1005 	 -3,3 	  
17:00 24.12.2019 	 0,3 	 0,46 	 3 	 4 	 181 	 1005 	 -2,5 	  
16:50 24.12.2019 	 0,27 	 0,43 	 1 	 1 	 324 	 1005 	 -3,1 	  
16:40 24.12.2019 	 0,25 	 0,4 	 0 	 1 	 108 	 1005 	 -3,2 	  
16:30 24.12.2019 	 0,23 	 0,38 	 1 	 1 	 76 	 1005 	 -3,3 	  
16:20 24.12.2019 	 0,22 	 0,35 	 1 	 1 	 71 	 1005 	 -3,3 	  
16:10 24.12.2019 	 0,2 	 0,32 	 1 	 2 	 57 	 1005 	 -3,2 	  
16:00 24.12.2019 	 0,2 	 0,3 	 1 	 2 	 33 	 1004 	 -3,4 	  
15:50 24.12.2019 	 0,19 	 0,28 	 1 	 2 	 126 	 1004 	 -2,8 	  
15:40 24.12.2019 	 0,19 	 0,3 	 3 	 6 	 183 	 1004 	 -3,2 	  
15:30 24.12.2019 	 0,19 	 0,3 	 5 	 6 	 187 	 1004 	 -3,5 	  
15:20 24.12.2019 	 0,2 	 0,29 	 4 	 6 	 187 	 1004 	 -2,8 	  
15:10 24.12.2019 	 0,21 	 0,31 	 3 	 3 	 195 	 1004 	 -1,9 	  
15:00 24.12.2019 	 0,22 	 0,32 	 2 	 2 	 190 	 1004 	 -1,6 	  
14:50 24.12.2019 	 0,24 	 0,32 	 2 	 3 	 189 	 1004 	 -1,8 	  
14:40 24.12.2019 	 0,26 	 0,34 	 2 	 3 	 191 	 1004 	 -1,7 	  
14:30 24.12.2019 	 0,28 	 0,36 	 1 	 2 	 44 	 1004 	 -2,2 	  
14:20 24.12.2019 	 0,31 	 0,4 	 1 	 2 	 57 	 1004 	 -2,4 	  
14:10 24.12.2019 	 0,34 	 0,42 	 1 	 2 	 94 	 1004 	 -2,1 	  
14:00 24.12.2019 	 0,37 	 0,45 	 1 	 1 	 356 	 1003 	 -1,7 	  
13:50 24.12.2019 	 0,4 	 0,52 	 1 	 1 	 289 	 1003 	 -1,8 	  
13:40 24.12.2019 	 0,44 	 0,57 	 1 	 1 	 34 	 1003 	 -2,2 	  
13:30 24.12.2019 	 0,47 	 0,61 	 1 	 2 	 41 	 1003 	 -2,6 	  
13:20 24.12.2019 	 0,51 	 0,65 	 0 	 1 	 93 	 1003 	 -2,6 	  
13:10 24.12.2019 	 0,55 	 0,7 	 1 	 1 	 85 	 1003 	 -2,3 	  
13:00 24.12.2019 	 0,59 	 0,75 	 1 	 2 	 54 	 1003 	 -2,5 	  
12:50 24.12.2019 	 0,63 	 0,8 	 2 	 3 	 171 	 1003 	 -1,9 	  
12:40 24.12.2019 	 0,67 	 0,86 	 4 	 5 	 191 	 1003 	 -2,3 	  
12:30 24.12.2019 	 0,71 	 0,92 	 1 	 3 	 175 	 1003 	 -1,6 	  
12:20 24.12.2019 	 0,75 	 0,98 	 2 	 2 	 181 	 1003 	 -1,5 	  
12:10 24.12.2019 	 0,8 	 1,01 	 1 	 2 	 167 	 1003 	 -1,7 	  
12:00 24.12.2019 	 0,83 	 1,06 	 1 	 2 	 117 	 1003 	 -1,6 	  
11:50 24.12.2019 	 0,87 	 1,11 	 2 	 3 	 180 	 1002 	 -1,3 	  
11:40 24.12.2019 	 0,91 	 1,16 	 1 	 2 	 175 	 1002 	 -1,2 	  
11:30 24.12.2019 	 0,94 	 1,21 	 1 	 2 	 188 	 1002 	 -1 	  
11:20 24.12.2019 	 0,98 	 1,25 	 2 	 3 	 180 	 1002 	 -1,2 	  
11:10 24.12.2019 	 1,01 	 1,28 	 3 	 6 	 177 	 1002 	 -1,2 	  
11:00 24.12.2019 	 1,04 	 1,32 	 5 	 6 	 193 	 1002 	 -1,6 	  
10:50 24.12.2019 	 1,06 	 1,35 	 4 	 6 	 193 	 1002 	 -1,9 	  
10:40 24.12.2019 	 1,09 	 1,4 	 3 	 6 	 192 	 1002 	 -0,8 	  
10:30 24.12.2019 	 1,11 	 1,42 	 1 	 3 	 99 	 1002 	 -1,2 	  
10:20 24.12.2019 	 1,13 	 1,45 	 3 	 5 	 171 	 1002 	 -0,6 	  
10:10 24.12.2019 	 1,14 	 1,47 	 3 	 5 	 198 	 1002 	 -1,1 	  
10:00 24.12.2019 	 1,15 	 1,5 	 1 	 3 	 219 	 1002 	 -0,7 	  
09:50 24.12.2019 	 1,16 	 1,51 	 1 	 2 	 85 	 1002 	 -0,6 	  
