 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
21:20 26.12.2019 	 1,7 	 2,62 	 2,65 	 16 	 21 	 80 	 996 	 4,7 	  
21:10 26.12.2019 	 1,81 	 2,78 	 2,81 	 14 	 19 	 76 	 996 	 4,7 	  
21:00 26.12.2019 	 1,92 	 2,79 	 2,82 	 14 	 18 	 76 	 997 	 4,8 	  
20:50 26.12.2019 	 2,02 	 2,99 	 3,02 	 14 	 20 	 78 	 997 	 5 	  
20:40 26.12.2019 	 2,14 	 2,99 	 3,02 	 15 	 22 	 80 	 998 	 4,3 	  
20:30 26.12.2019 	 2,23 	 3,15 	 3,18 	 14 	 18 	 80 	 998 	 4,2 	  
20:20 26.12.2019 	 2,34 	 3,24 	 3,26 	 14 	 18 	 79 	 998 	 4,2 	  
20:10 26.12.2019 	 2,42 	 3,28 	 3,3 	 14 	 19 	 76 	 998 	 4,1 	  
20:00 26.12.2019 	 2,51 	 3,35 	 3,38 	 14 	 18 	 78 	 999 	 4,2 	  
19:50 26.12.2019 	 2,6 	 3,49 	 3,52 	 13 	 18 	 77 	 999 	 4,1 	  
19:40 26.12.2019 	 2,67 	 3,5 	 3,53 	 13 	 16 	 77 	 999 	 4 	  
19:30 26.12.2019 	 2,74 	 3,57 	 3,6 	 13 	 17 	 77 	 1000 	 3,8 	  
19:20 26.12.2019 	 2,81 	 3,62 	 3,65 	 14 	 18 	 76 	 1000 	 3,7 	  
19:10 26.12.2019 	 2,86 	 3,68 	 3,71 	 14 	 18 	 77 	 1000 	 3,5 	  
19:00 26.12.2019 	 2,91 	 3,7 	 3,73 	 13 	 18 	 75 	 1000 	 3,6 	  
18:50 26.12.2019 	 2,95 	 3,8 	 3,83 	 14 	 18 	 73 	 1000 	 3,4 	  
18:40 26.12.2019 	 2,98 	 3,74 	 3,76 	 13 	 19 	 75 	 1001 	 3,3 	  
18:30 26.12.2019 	 3,01 	 3,74 	 3,76 	 13 	 18 	 77 	 1001 	 3,8 	  
18:20 26.12.2019 	 3,02 	 3,79 	 3,82 	 12 	 18 	 77 	 1001 	 3,8 	  
18:10 26.12.2019 	 3,02 	 3,81 	 3,84 	 13 	 17 	 76 	 1001 	 3,8 	  
18:00 26.12.2019 	 3,02 	 3,73 	 3,76 	 13 	 18 	 78 	 1002 	 3,9 	  
17:50 26.12.2019 	 3,01 	 3,72 	 3,75 	 12 	 16 	 77 	 1002 	 3,8 	  
17:40 26.12.2019 	 2,99 	 3,73 	 3,76 	 12 	 16 	 74 	 1002 	 3,8 	  
17:30 26.12.2019 	 2,96 	 3,67 	 3,7 	 13 	 18 	 73 	 1003 	 3,7 	  
17:20 26.12.2019 	 2,92 	 3,57 	 3,6 	 13 	 18 	 73 	 1003 	 3,6 	  
17:10 26.12.2019 	 2,87 	 3,56 	 3,59 	 13 	 18 	 73 	 1003 	 3,7 	  
17:00 26.12.2019 	 2,82 	 3,52 	 3,54 	 13 	 17 	 74 	 1003 	 3,9 	  
16:50 26.12.2019 	 2,75 	 3,39 	 3,42 	 11 	 16 	 74 	 1004 	 4,1 	  
16:40 26.12.2019 	 2,68 	 3,34 	 3,37 	 11 	 16 	 69 	 1004 	 4,1 	  
16:30 26.12.2019 	 2,6 	 3,25 	 3,27 	 11 	 16 	 68 	 1004 	 4,1 	  
16:20 26.12.2019 	 2,52 	 3,17 	 3,19 	 11 	 15 	 65 	 1004 	 4 	  
16:10 26.12.2019 	 2,42 	 3,04 	 3,06 	 12 	 17 	 63 	 1004 	 4 	  
16:00 26.12.2019 	 2,33 	 2,95 	 2,98 	 12 	 19 	 62 	 1004 	 3,9 	  
15:50 26.12.2019 	 2,22 	 2,81 	 2,84 	 12 	 18 	 60 	 1004 	 3,9 	  
15:40 26.12.2019 	 2,12 	 2,73 	 2,75 	 11 	 17 	 60 	 1005 	 3,8 	  
15:30 26.12.2019 	 2,01 	 2,59 	 2,62 	 11 	 17 	 62 	 1005 	 3,8 	  
15:20 26.12.2019 	 1,9 	 2,44 	 2,47 	 11 	 15 	 62 	 1005 	 3,7 	  
15:10 26.12.2019 	 1,78 	 2,39 	 2,41 	 10 	 14 	 64 	 1006 	 3,8 	  
15:00 26.12.2019 	 1,66 	 2,25 	 2,28 	 11 	 15 	 63 	 1006 	 3,8 	  
14:50 26.12.2019 	 1,55 	 2,09 	 2,11 	 11 	 15 	 62 	 1006 	 3,7 	  
14:40 26.12.2019 	 1,43 	 2,02 	 2,04 	 9 	 14 	 64 	 1007 	 3,7 	  
14:30 26.12.2019 	 1,32 	 1,89 	 1,91 	 7 	 11 	 58 	 1007 	 3,5 	  
14:20 26.12.2019 	 1,21 	 1,8 	 1,82 	 7 	 9 	 53 	 1008 	 3,3 	  
14:10 26.12.2019 	 1,1 	 1,7 	 1,72 	 7 	 9 	 52 	 1008 	 3,2 	  
14:00 26.12.2019 	 1 	 1,56 	 1,58 	 7 	 10 	 58 	 1008 	 2,9 	  
13:50 26.12.2019 	 0,9 	 1,51 	 1,53 	 8 	 12 	 58 	 1009 	 2,8 	  
13:40 26.12.2019 	 0,82 	 1,4 	 1,41 	 8 	 11 	 58 	 1009 	 2,9 	  
13:30 26.12.2019 	 0,73 	 1,32 	 1,33 	 9 	 12 	 62 	 1009 	 3,1 	  
13:20 26.12.2019 	 0,66 	 1,24 	 1,25 	 10 	 14 	 66 	 1009 	 3,2 	  
13:10 26.12.2019 	 0,58 	 1,19 	 1,2 	 9 	 13 	 63 	 1009 	 3,5 	  
13:00 26.12.2019 	 0,53 	 1,14 	 1,15 	 9 	 14 	 66 	 1010 	 3,9 	  
12:50 26.12.2019 	 0,48 	 1,12 	 1,14 	 7 	 11 	 69 	 1010 	 4,1 	  
12:40 26.12.2019 	 0,44 	 1,08 	 1,09 	 7 	 12 	 63 	 1010 	 4,3 	  
12:30 26.12.2019 	 0,41 	 1,03 	 1,05 	 6 	 10 	 57 	 1010 	 4,4 	  
12:20 26.12.2019 	 0,39 	 1,05 	 1,06 	 6 	 8 	 53 	 1010 	 4,1 	  
12:10 26.12.2019 	 0,38 	 1,02 	 1,04 	 6 	 9 	 46 	 1010 	 4,1 	  
12:00 26.12.2019 	 0,39 	 1,03 	 1,05 	 6 	 8 	 49 	 1010 	 4,2 	  
11:50 26.12.2019 	 0,41 	 1,09 	 1,1 	 6 	 9 	 54 	 1011 	 4,3 	  
11:40 26.12.2019 	 0,43 	 1,04 	 1,06 	 7 	 9 	 56 	 1011 	 4,4 	  
11:30 26.12.2019 	 0,46 	 1,14 	 1,16 	 7 	 10 	 54 	 1011 	 4,6 	  
11:20 26.12.2019 	 0,51 	 1,13 	 1,14 	 7 	 10 	 60 	 1011 	 4,4 	  
11:10 26.12.2019 	 0,58 	 1,21 	 1,23 	 7 	 10 	 59 	 1011 	 4,3 	  
11:00 26.12.2019 	 0,64 	 1,26 	 1,28 	 7 	 10 	 63 	 1011 	 4,2 	  
10:50 26.12.2019 	 0,72 	 1,37 	 1,38 	 7 	 9 	 60 	 1012 	 4,1 	  
10:40 26.12.2019 	 0,8 	 1,43 	 1,45 	 6 	 8 	 55 	 1012 	 3,7 	  
10:30 26.12.2019 	 0,9 	 1,54 	 1,56 	 5 	 7 	 46 	 1012 	 3,5 	  
10:20 26.12.2019 	 0,99 	 1,61 	 1,63 	 5 	 7 	 59 	 1012 	 4,2 	  
10:10 26.12.2019 	 1,1 	 1,77 	 1,79 	 5 	 8 	 63 	 1012 	 4,5 	  
10:00 26.12.2019 	 1,21 	 1,8 	 1,83 	 5 	 7 	 60 	 1012 	 4,3 	  
09:50 26.12.2019 	 1,33 	 1,96 	 1,99 	 6 	 8 	 61 	 1012 	 4,3 	  
09:40 26.12.2019 	 1,44 	 2,09 	 2,11 	 6 	 9 	 55 	 1012 	 4,3 	  
09:30 26.12.2019 	 1,56 	 2,18 	 2,2 	 6 	 8 	 55 	 1012 	 4,2 	  
09:20 26.12.2019 	 1,69 	 2,3 	 2,32 	 5 	 7 	 56 	 1013 	 4,1 	  
09:10 26.12.2019 	 1,81 	 2,46 	 2,48 	 5 	 7 	 53 	 1013 	 3,9 	  
09:00 26.12.2019 	 1,93 	 2,57 	 2,59 	 6 	 9 	 53 	 1013 	 3,7 	  
08:50 26.12.2019 	 2,06 	 2,69 	 2,71 	 5 	 7 	 53 	 1013 	 3,5 	  
08:40 26.12.2019 	 2,17 	 2,77 	 2,8 	 6 	 8 	 57 	 1013 	 3,3 	  
08:30 26.12.2019 	 2,29 	 2,95 	 2,98 	 6 	 9 	 60 	 1013 	 3,5 	  
08:20 26.12.2019 	 2,4 	 3,02 	 3,05 	 5 	 8 	 59 	 1013 	 3,5 	  
08:10 26.12.2019 	 2,51 	 3,15 	 3,17 	 5 	 7 	 68 	 1014 	 3,4 	  
08:00 26.12.2019 	 2,62 	 3,28 	 3,31 	 6 	 7 	 75 	 1013 	 3,4 	  
07:50 26.12.2019 	 2,71 	 3,35 	 3,37 	 6 	 8 	 74 	 1014 	 3,3 	  
07:40 26.12.2019 	 2,81 	 3,41 	 3,44 	 7 	 9 	 89 	 1014 	 3,8 	  
07:30 26.12.2019 	 2,9 	 3,54 	 3,56 	 5 	 7 	 87 	 1014 	 3,5 	  
07:20 26.12.2019 	 2,98 	 3,59 	 3,62 	 5 	 6 	 85 	 1014 	 3,4 	  
07:10 26.12.2019 	 3,05 	 3,67 	 3,7 	 5 	 6 	 81 	 1014 	 3,3 	  
07:00 26.12.2019 	 3,11 	 3,74 	 3,77 	 5 	 6 	 79 	 1014 	 3,3 	  
06:50 26.12.2019 	 3,17 	 3,74 	 3,77 	 5 	 7 	 81 	 1014 	 3 	  
06:40 26.12.2019 	 3,22 	 3,81 	 3,84 	 6 	 8 	 82 	 1014 	 2,9 	  
06:30 26.12.2019 	 3,26 	 3,87 	 3,89 	 6 	 8 	 86 	 1014 	 2,8 	  
06:20 26.12.2019 	 3,28 	 3,92 	 3,95 	 6 	 8 	 85 	 1014 	 2,8 	  
06:10 26.12.2019 	 3,3 	 3,85 	 3,88 	 6 	 9 	 82 	 1014 	 2,6 	  
06:00 26.12.2019 	 3,31 	 3,89 	 3,92 	 6 	 9 	 85 	 1015 	 2,5 	  
05:50 26.12.2019 	 3,32 	 3,92 	 3,95 	 7 	 9 	 97 	 1015 	 2,6 	  
05:40 26.12.2019 	 3,31 	 3,86 	 3,89 	 7 	 10 	 102 	 1015 	 2,5 	  
05:30 26.12.2019 	 3,3 	 3,86 	 3,89 	 7 	 11 	 96 	 1015 	 2,5 	  
05:20 26.12.2019 	 3,27 	 3,86 	 3,89 	 4 	 6 	 88 	 1015 	 1,8 	  
05:10 26.12.2019 	 3,24 	 3,73 	 3,76 	 2 	 5 	 65 	 1016 	 1,1 	  
05:00 26.12.2019 	 3,19 	 3,7 	 3,73 	 1 	 2 	 23 	 1016 	 -0,7 	  
04:50 26.12.2019 	 3,14 	 3,7 	 3,73 	 1 	 2 	 11 	 1016 	 -0,9 	  
04:40 26.12.2019 	 3,08 	 3,53 	 3,56 	 1 	 2 	 345 	 1016 	 -0,8 	  
04:30 26.12.2019 	 3,02 	 3,47 	 3,5 	 1 	 2 	 341 	 1016 	 -0,9 	  
04:20 26.12.2019 	 2,94 	 3,4 	 3,43 	 1 	 2 	 358 	 1016 	 -0,8 	  
04:10 26.12.2019 	 2,86 	 3,28 	 3,3 	 1 	 1 	 351 	 1017 	 -0,7 	  
04:00 26.12.2019 	 2,76 	 3,18 	 3,21 	 1 	 2 	 8 	 1017 	 -0,6 	  
03:50 26.12.2019 	 2,66 	 3,12 	 3,15 	 1 	 2 	 339 	 1017 	 -0,5 	  
03:40 26.12.2019 	 2,56 	 2,94 	 2,97 	 1 	 2 	 7 	 1017 	 -0,3 	  
03:30 26.12.2019 	 2,46 	 2,9 	 2,93 	 1 	 2 	 34 	 1017 	 -0,1 	  
03:20 26.12.2019 	 2,34 	 2,72 	 2,75 	 1 	 3 	 16 	 1017 	 -0,3 	  
03:10 26.12.2019 	 2,22 	 2,63 	 2,66 	 2 	 3 	 14 	 1017 	 -0 	  
03:00 26.12.2019 	 2,1 	 2,5 	 2,53 	 1 	 2 	 7 	 1017 	 -0,1 	  
02:50 26.12.2019 	 1,98 	 2,38 	 2,4 	 1 	 2 	 13 	 1017 	 -0 	  
02:40 26.12.2019 	 1,86 	 2,26 	 2,28 	 2 	 3 	 52 	 1017 	 0,6 	  
02:30 26.12.2019 	 1,74 	 2,12 	 2,14 	 3 	 5 	 31 	 1017 	 0,7 	  
02:20 26.12.2019 	 1,62 	 2 	 2,02 	 2 	 4 	 13 	 1017 	 0,1 	  
02:10 26.12.2019 	 1,5 	 1,88 	 1,9 	 3 	 5 	 16 	 1017 	 0,1 	  
02:00 26.12.2019 	 1,38 	 1,74 	 1,76 	 3 	 6 	 10 	 1017 	 0,2 	  
01:50 26.12.2019 	 1,26 	 1,62 	 1,64 	 3 	 5 	 9 	 1018 	 -0 	  
01:40 26.12.2019 	 1,16 	 1,56 	 1,58 	 3 	 6 	 20 	 1018 	 0,2 	  
01:30 26.12.2019 	 1,05 	 1,42 	 1,43 	 3 	 5 	 15 	 1018 	 0,1 	  
01:20 26.12.2019 	 0,95 	 1,32 	 1,34 	 2 	 4 	 16 	 1018 	 0,2 	  
01:10 26.12.2019 	 0,86 	 1,27 	 1,29 	 3 	 5 	 13 	 1018 	 -0 	  
01:00 26.12.2019 	 0,77 	 1,18 	 1,19 	 3 	 5 	 19 	 1018 	 0,3 	  
00:50 26.12.2019 	 0,7 	 1,11 	 1,12 	 3 	 4 	 17 	 1018 	 0,2 	  
00:40 26.12.2019 	 0,62 	 1,03 	 1,05 	 3 	 4 	 44 	 1018 	 -0 	  
00:30 26.12.2019 	 0,56 	 0,97 	 0,99 	 2 	 4 	 18 	 1019 	 0,4 	  
00:20 26.12.2019 	 0,51 	 0,96 	 0,97 	 3 	 5 	 21 	 1019 	 0,3 	  
00:10 26.12.2019 	 0,47 	 0,87 	 0,88 	 3 	 3 	 37 	 1019 	 0,4 	  
00:00 26.12.2019 	 0,44 	 0,91 	 0,92 	 2 	 3 	 36 	 1019 	 0,2 	  
23:50 25.12.2019 	 0,42 	 0,83 	 0,85 	 3 	 4 	 33 	 1019 	 0,3 	  
23:40 25.12.2019 	 0,41 	 0,87 	 0,88 	 2 	 4 	 35 	 1019 	 0,2 	  
23:30 25.12.2019 	 0,41 	 0,86 	 0,87 	 4 	 5 	 49 	 1019 	 1,1 	  
23:20 25.12.2019 	 0,42 	 0,87 	 0,89 	 4 	 5 	 51 	 1019 	 1,2 	  
23:10 25.12.2019 	 0,45 	 0,87 	 0,89 	 4 	 5 	 49 	 1019 	 1 	  
23:00 25.12.2019 	 0,48 	 0,94 	 0,95 	 4 	 5 	 57 	 1019 	 1,3 	  
22:50 25.12.2019 	 0,52 	 0,97 	 0,99 	 3 	 5 	 56 	 1019 	 1,5 	  
22:40 25.12.2019 	 0,57 	 1,03 	 1,05 	 4 	 5 	 57 	 1020 	 1,5 	  
22:30 25.12.2019 	 0,63 	 1,09 	 1,11 	 3 	 5 	 61 	 1020 	 1,5 	  
22:20 25.12.2019 	 0,7 	 1,18 	 1,2 	 3 	 4 	 53 	 1020 	 1,6 	  
22:10 25.12.2019 	 0,78 	 1,27 	 1,28 	 4 	 5 	 51 	 1020 	 1,4 	  
22:00 25.12.2019 	 0,86 	 1,32 	 1,34 	 4 	 5 	 53 	 1020 	 1,3 	  
21:50 25.12.2019 	 0,95 	 1,46 	 1,48 	 3 	 4 	 56 	 1020 	 1,6 	  
21:40 25.12.2019 	 1,04 	 1,5 	 1,52 	 4 	 4 	 54 	 1020 	 1,4 	  
21:30 25.12.2019 	 1,14 	 1,65 	 1,67 	 3 	 4 	 55 	 1020 	 1,1 	  
21:20 25.12.2019 	 1,25 	 1,73 	 1,75 	 3 	 4 	 59 	 1020 	 1,8 	  
21:10 25.12.2019 	 1,35 	 1,85 	 1,87 	 3 	 4 	 61 	 1020 	 1,7 	  
21:00 25.12.2019 	 1,46 	 1,94 	 1,97 	 3 	 4 	 58 	 1020 	 1,2 	  
20:50 25.12.2019 	 1,57 	 2,08 	 2,11 	 2 	 4 	 70 	 1021 	 2 	  
20:40 25.12.2019 	 1,68 	 2,16 	 2,19 	 1 	 2 	 53 	 1021 	 1,7 	  
20:30 25.12.2019 	 1,79 	 2,34 	 2,36 	 1 	 2 	 31 	 1021 	 1,3 	  
20:20 25.12.2019 	 1,9 	 2,38 	 2,41 	 2 	 3 	 61 	 1021 	 1,6 	  
20:10 25.12.2019 	 2,01 	 2,5 	 2,53 	 2 	 3 	 46 	 1021 	 2,1 	  
20:00 25.12.2019 	 2,11 	 2,64 	 2,67 	 2 	 4 	 81 	 1021 	 2,5 	  
19:50 25.12.2019 	 2,22 	 2,72 	 2,75 	 1 	 4 	 95 	 1021 	 2,5 	  
19:40 25.12.2019 	 2,31 	 2,85 	 2,88 	 0 	 1 	 318 	 1021 	 1,3 	  
19:30 25.12.2019 	 2,41 	 2,93 	 2,96 	 1 	 1 	 315 	 1021 	 1,3 	  
19:20 25.12.2019 	 2,5 	 2,98 	 3,01 	 1 	 1 	 289 	 1021 	 1,3 	  
19:10 25.12.2019 	 2,58 	 3,14 	 3,17 	 1 	 2 	 15 	 1021 	 1,6 	  
19:00 25.12.2019 	 2,66 	 3,19 	 3,22 	 1 	 2 	 341 	 1021 	 1,8 	  
18:50 25.12.2019 	 2,73 	 3,23 	 3,26 	 1 	 2 	 3 	 1021 	 1,8 	  
18:40 25.12.2019 	 2,78 	 3,31 	 3,34 	 1 	 2 	 17 	 1021 	 1,8 	  
18:30 25.12.2019 	 2,84 	 3,37 	 3,4 	 1 	 2 	 347 	 1021 	 1,7 	  
18:20 25.12.2019 	 2,9 	 3,38 	 3,41 	 0 	 1 	 326 	 1021 	 1,9 	  
18:10 25.12.2019 	 2,94 	 3,5 	 3,53 	 0 	 2 	 13 	 1021 	 1,8 	  
18:00 25.12.2019 	 2,97 	 3,43 	 3,46 	 1 	 2 	 8 	 1021 	 1,7 	  
17:50 25.12.2019 	 2,99 	 3,5 	 3,53 	 1 	 2 	 13 	 1021 	 2 	  
17:40 25.12.2019 	 3,01 	 3,52 	 3,55 	 1 	 2 	 353 	 1021 	 1,9 	  
17:30 25.12.2019 	 3,01 	 3,51 	 3,54 	 1 	 1 	 357 	 1021 	 1,8 	  
17:20 25.12.2019 	 3,01 	 3,49 	 3,52 	 1 	 1 	 357 	 1021 	 1,8 	  
17:10 25.12.2019 	 3 	 3,49 	 3,52 	 1 	 2 	 30 	 1021 	 2,1 	  
17:00 25.12.2019 	 2,98 	 3,45 	 3,48 	 1 	 1 	 6 	 1021 	 2,1 	  
16:50 25.12.2019 	 2,95 	 3,44 	 3,47 	 1 	 1 	 17 	 1021 	 2 	  
16:40 25.12.2019 	 2,91 	 3,39 	 3,42 	 0 	 1 	 308 	 1021 	 2 	  
16:30 25.12.2019 	 2,87 	 3,31 	 3,34 	 0 	 1 	 268 	 1021 	 2,2 	  
16:20 25.12.2019 	 2,82 	 3,28 	 3,31 	 1 	 2 	 274 	 1021 	 2,3 	  
16:10 25.12.2019 	 2,75 	 3,21 	 3,24 	 3 	 5 	 212 	 1021 	 2,2 	  
16:00 25.12.2019 	 2,69 	 3,12 	 3,15 	 1 	 2 	 223 	 1021 	 2,5 	  
15:50 25.12.2019 	 2,61 	 3,06 	 3,09 	 1 	 3 	 217 	 1020 	 2,4 	  
15:40 25.12.2019 	 2,53 	 2,94 	 2,97 	 1 	 2 	 304 	 1021 	 1,9 	  
15:30 25.12.2019 	 2,44 	 2,84 	 2,87 	 1 	 1 	 345 	 1020 	 1,9 	  
15:20 25.12.2019 	 2,34 	 2,78 	 2,81 	 0 	 1 	 35 	 1020 	 2,3 	  
15:10 25.12.2019 	 2,24 	 2,67 	 2,7 	 1 	 2 	 281 	 1021 	 2,1 	  
15:00 25.12.2019 	 2,14 	 2,51 	 2,54 	 1 	 2 	 270 	 1021 	 2,2 	  
14:50 25.12.2019 	 2,03 	 2,43 	 2,46 	 1 	 2 	 274 	 1021 	 2,2 	  
14:40 25.12.2019 	 1,92 	 2,33 	 2,35 	 1 	 3 	 234 	 1021 	 2,3 	  
14:30 25.12.2019 	 1,81 	 2,23 	 2,25 	 2 	 4 	 253 	 1021 	 2,1 	  
14:20 25.12.2019 	 1,7 	 2,12 	 2,14 	 1 	 3 	 259 	 1021 	 2 	  
14:10 25.12.2019 	 1,58 	 1,98 	 2,01 	 1 	 3 	 269 	 1021 	 2 	  
14:00 25.12.2019 	 1,47 	 1,9 	 1,93 	 2 	 3 	 253 	 1021 	 2,3 	  
13:50 25.12.2019 	 1,36 	 1,77 	 1,79 	 2 	 3 	 266 	 1021 	 2,1 	  
13:40 25.12.2019 	 1,25 	 1,68 	 1,7 	 2 	 3 	 260 	 1021 	 2 	  
13:30 25.12.2019 	 1,14 	 1,59 	 1,61 	 2 	 3 	 248 	 1021 	 2,3 	  
13:20 25.12.2019 	 1,04 	 1,49 	 1,51 	 1 	 2 	 295 	 1021 	 1,9 	  
13:10 25.12.2019 	 0,94 	 1,42 	 1,44 	 2 	 3 	 267 	 1020 	 2 	  
13:00 25.12.2019 	 0,86 	 1,33 	 1,35 	 2 	 3 	 267 	 1020 	 1,8 	  
12:50 25.12.2019 	 0,77 	 1,26 	 1,28 	 2 	 4 	 246 	 1021 	 2,1 	  
12:40 25.12.2019 	 0,7 	 1,19 	 1,21 	 2 	 3 	 234 	 1020 	 2,3 	  
12:30 25.12.2019 	 0,62 	 1,12 	 1,13 	 3 	 4 	 244 	 1020 	 2,4 	  
12:20 25.12.2019 	 0,57 	 1,11 	 1,13 	 3 	 4 	 232 	 1020 	 2,3 	  
12:10 25.12.2019 	 0,52 	 1 	 1,01 	 3 	 5 	 231 	 1021 	 2,3 	  
12:00 25.12.2019 	 0,48 	 1,02 	 1,03 	 3 	 5 	 228 	 1020 	 2,3 	  
11:50 25.12.2019 	 0,45 	 0,96 	 0,98 	 4 	 5 	 218 	 1020 	 2,6 	  
11:40 25.12.2019 	 0,43 	 0,95 	 0,96 	 3 	 5 	 218 	 1020 	 2,6 	  
11:30 25.12.2019 	 0,42 	 0,97 	 0,98 	 4 	 6 	 222 	 1020 	 2,5 	  
11:20 25.12.2019 	 0,42 	 0,94 	 0,95 	 2 	 4 	 239 	 1020 	 2 	  
11:10 25.12.2019 	 0,43 	 1 	 1,02 	 3 	 5 	 247 	 1020 	 2 	  
11:00 25.12.2019 	 0,46 	 0,98 	 1 	 2 	 4 	 253 	 1020 	 1,5 	  
10:50 25.12.2019 	 0,5 	 1,01 	 1,03 	 2 	 3 	 264 	 1020 	 1,2 	  
10:40 25.12.2019 	 0,54 	 1,12 	 1,13 	 2 	 4 	 252 	 1019 	 1,5 	  
10:30 25.12.2019 	 0,59 	 1,1 	 1,12 	 2 	 3 	 258 	 1019 	 1,2 	  
10:20 25.12.2019 	 0,66 	 1,19 	 1,21 	 2 	 3 	 257 	 1019 	 1,2 	  
10:10 25.12.2019 	 0,72 	 1,26 	 1,28 	 3 	 4 	 258 	 1019 	 1,2 	  
10:00 25.12.2019 	 0,8 	 1,35 	 1,37 	 2 	 3 	 261 	 1019 	 1,1 	  
09:50 25.12.2019 	 0,89 	 1,43 	 1,45 	 3 	 5 	 262 	 1019 	 1,6 	  
09:40 25.12.2019 	 0,98 	 1,52 	 1,54 	 2 	 3 	 261 	 1019 	 1,6 	  
09:30 25.12.2019 	 1,08 	 1,63 	 1,65 	 3 	 4 	 263 	 1019 	 1,7 	  
09:20 25.12.2019 	 1,19 	 1,71 	 1,74 	 2 	 4 	 261 	 1019 	 1,3 	  
09:10 25.12.2019 	 1,3 	 1,85 	 1,88 	 3 	 5 	 263 	 1019 	 1,5 	  
09:00 25.12.2019 	 1,41 	 1,99 	 2,02 	 4 	 6 	 253 	 1019 	 1,7 	  
08:50 25.12.2019 	 1,53 	 2,02 	 2,04 	 4 	 7 	 261 	 1019 	 2,3 	  
08:40 25.12.2019 	 1,64 	 2,21 	 2,23 	 4 	 6 	 259 	 1018 	 1,9 	  
08:30 25.12.2019 	 1,76 	 2,33 	 2,35 	 4 	 6 	 247 	 1018 	 2,3 	  
08:20 25.12.2019 	 1,88 	 2,4 	 2,43 	 4 	 6 	 246 	 1018 	 2,4 	  
08:10 25.12.2019 	 2 	 2,57 	 2,6 	 4 	 6 	 243 	 1018 	 2,4 	  
08:00 25.12.2019 	 2,11 	 2,67 	 2,7 	 4 	 6 	 250 	 1018 	 2,2 	  
07:50 25.12.2019 	 2,22 	 2,79 	 2,81 	 4 	 6 	 245 	 1018 	 2,4 	  
07:40 25.12.2019 	 2,34 	 2,92 	 2,94 	 4 	 7 	 250 	 1018 	 2,3 	  
07:30 25.12.2019 	 2,44 	 3,01 	 3,03 	 4 	 6 	 247 	 1018 	 2,4 	  
07:20 25.12.2019 	 2,54 	 3,12 	 3,15 	 4 	 7 	 250 	 1018 	 2,3 	  
07:10 25.12.2019 	 2,64 	 3,24 	 3,27 	 5 	 8 	 256 	 1018 	 2,1 	  
07:00 25.12.2019 	 2,74 	 3,26 	 3,29 	 4 	 7 	 258 	 1018 	 2,1 	  
06:50 25.12.2019 	 2,82 	 3,41 	 3,44 	 4 	 7 	 249 	 1018 	 2,4 	  
06:40 25.12.2019 	 2,9 	 3,5 	 3,53 	 4 	 6 	 260 	 1017 	 1,8 	  
06:30 25.12.2019 	 2,97 	 3,55 	 3,58 	 4 	 6 	 255 	 1017 	 2,1 	  
06:20 25.12.2019 	 3,03 	 3,58 	 3,61 	 4 	 8 	 263 	 1017 	 2,3 	  
06:10 25.12.2019 	 3,09 	 3,66 	 3,69 	 4 	 7 	 256 	 1017 	 2 	  
06:00 25.12.2019 	 3,14 	 3,71 	 3,74 	 4 	 7 	 258 	 1017 	 2,2 	  
05:50 25.12.2019 	 3,18 	 3,68 	 3,71 	 4 	 9 	 258 	 1017 	 2,1 	  
05:40 25.12.2019 	 3,21 	 3,74 	 3,77 	 4 	 8 	 257 	 1017 	 2,3 	  
05:30 25.12.2019 	 3,22 	 3,82 	 3,85 	 3 	 5 	 258 	 1017 	 2 	  
05:20 25.12.2019 	 3,24 	 3,72 	 3,75 	 3 	 5 	 256 	 1017 	 2 	  
05:10 25.12.2019 	 3,25 	 3,75 	 3,78 	 4 	 7 	 263 	 1017 	 2 	  
05:00 25.12.2019 	 3,24 	 3,77 	 3,8 	 4 	 6 	 265 	 1016 	 1,9 	  
04:50 25.12.2019 	 3,23 	 3,75 	 3,78 	 5 	 9 	 262 	 1016 	 2,3 	  
04:40 25.12.2019 	 3,21 	 3,75 	 3,78 	 4 	 7 	 265 	 1016 	 2,2 	  
04:30 25.12.2019 	 3,18 	 3,66 	 3,69 	 4 	 8 	 266 	 1016 	 2,2 	  
04:20 25.12.2019 	 3,14 	 3,62 	 3,65 	 4 	 8 	 259 	 1016 	 2 	  
04:10 25.12.2019 	 3,09 	 3,57 	 3,6 	 4 	 7 	 257 	 1016 	 2,2 	  
04:00 25.12.2019 	 3,03 	 3,5 	 3,53 	 4 	 7 	 264 	 1016 	 2,2 	  
03:50 25.12.2019 	 2,97 	 3,42 	 3,44 	 6 	 9 	 256 	 1016 	 2,3 	  
03:40 25.12.2019 	 2,9 	 3,35 	 3,38 	 4 	 8 	 257 	 1016 	 2,1 	  
03:30 25.12.2019 	 2,82 	 3,22 	 3,25 	 4 	 5 	 252 	 1016 	 2,1 	  
03:20 25.12.2019 	 2,73 	 3,17 	 3,2 	 3 	 5 	 258 	 1016 	 1,8 	  
